player,season,team,league,pos_,age_,Playing Time_Min,primary_role,secondary_role,primary_role_similarity,secondary_role_similarity,role_confidence,role_ambiguity,primary_role_cluster,secondary_role_cluster
Étienne Capoue,2021,Villarreal,ESP-La Liga,MF,32.0,1185,Defensive Anchor,Box-to-Box Engine,36.0,24.8,11.2,88.8,0,3
Gonzalo Escalante,2122,Alavés,ESP-La Liga,MF,28.0,1300,Defensive Anchor,Ball Progressor,33.3,25.6,7.7,92.3,0,1
Luis Rioja,2122,Alavés,ESP-La Liga,"MF,FW",27.0,3111,Ball Progressor,Creative Playmaker,35.2,22.3,12.9,87.1,1,2
Mamadou Loum,2122,Alavés,ESP-La Liga,MF,24.0,2312,Defensive Anchor,Ball Progressor,41.1,22.7,18.4,81.6,0,1
Manu García,2122,Alavés,ESP-La Liga,MF,23.0,1077,Box-to-Box Engine,Ball Progressor,30.9,25.6,5.3,94.7,3,1
Pere Pons,2122,Alavés,ESP-La Liga,MF,28.0,1366,Ball Progressor,Defensive Anchor,32.4,29.2,3.2,96.8,1,0
Tomás Pina Isla,2122,Alavés,ESP-La Liga,MF,33.0,1444,Defensive Anchor,Ball Progressor,40.2,23.1,17.1,82.9,0,1
Toni Moya,2122,Alavés,ESP-La Liga,MF,23.0,1386,Defensive Anchor,Ball Progressor,33.4,26.0,7.4,92.6,0,1
Dani García,2122,Athletic Club,ESP-La Liga,MF,31.0,2177,Defensive Anchor,Ball Progressor,41.3,22.6,18.7,81.3,0,1
Iker Muniain,2122,Athletic Club,ESP-La Liga,MF,28.0,2785,Creative Playmaker,Ball Progressor,38.6,22.7,15.9,84.1,2,1
Mikel Vesga,2122,Athletic Club,ESP-La Liga,MF,28.0,1358,Defensive Anchor,Box-to-Box Engine,37.6,26.9,10.7,89.3,0,3
Nico Williams,2122,Athletic Club,ESP-La Liga,MF,19.0,1337,Ball Progressor,Creative Playmaker,30.0,26.8,3.2,96.8,1,2
Oier Zarraga,2122,Athletic Club,ESP-La Liga,MF,22.0,1166,Defensive Anchor,Ball Progressor,31.4,29.1,2.3,97.7,0,1
Unai Vencedor Paris,2122,Athletic Club,ESP-La Liga,MF,20.0,2383,Defensive Anchor,Box-to-Box Engine,33.1,27.0,6.1,93.9,0,3
Álex Berenguer,2122,Athletic Club,ESP-La Liga,MF,26.0,2168,Ball Progressor,Creative Playmaker,31.9,28.8,3.1,96.9,1,2
Geoffrey Kondogbia,2122,Atlético Madrid,ESP-La Liga,"MF,DF",28.0,1882,Defensive Anchor,Box-to-Box Engine,35.0,26.9,8.1,91.9,0,3
Koke,2122,Atlético Madrid,ESP-La Liga,MF,29.0,2508,Box-to-Box Engine,Defensive Anchor,33.3,26.7,6.6,93.4,3,0
Marcos Llorente,2122,Atlético Madrid,ESP-La Liga,"MF,DF",26.0,2447,Ball Progressor,Defensive Anchor,31.5,25.4,6.1,93.9,1,0
Rodrigo De Paul,2122,Atlético Madrid,ESP-La Liga,MF,27.0,2151,Box-to-Box Engine,Creative Playmaker,35.0,23.0,12.0,88.0,3,2
Thomas Lemar,2122,Atlético Madrid,ESP-La Liga,MF,25.0,1440,Creative Playmaker,Ball Progressor,40.2,22.8,17.4,82.6,2,1
Frenkie de Jong,2122,Barcelona,ESP-La Liga,MF,24.0,2476,Box-to-Box Engine,Creative Playmaker,30.2,25.8,4.4,95.6,3,2
