player,season,role,similar_player,similar_team,similarity_score,rank
Marius Wolf,1718,Ball Progressor,Ansgar Knauff,Eint Frankfurt,81.7,4
Marius Wolf,1718,Ball Progressor,Paul Nebel,Mainz 05,81.5,5
Mijat Gaćinović,1718,Ball Progressor,András Schäfer,Union Berlin,70.3,1
Mijat Gaćinović,1718,Ball Progressor,Elvis Rexhbeçaj,Köln,68.9,2
Mijat Gaćinović,1718,Ball Progressor,Conor Gallagher,Chelsea,67.8,3
Mijat Gaćinović,1718,Ball Progressor,Franco Cervi,Celta Vigo,66.8,4
Mijat Gaćinović,1718,Ball Progressor,Yannick Gerhardt,Wolfsburg,66.3,5
Janik Haberer,1718,Ball Progressor,Davy Klaassen,Werder Bremen,80.2,1
Janik Haberer,1718,Ball Progressor,Sean Longstaff,Newcastle Utd,77.8,2
Janik Haberer,1718,Ball Progressor,Maximilian Eggestein,Werder Bremen,76.2,3
Janik Haberer,1718,Ball Progressor,Conor Gallagher,Crystal Palace,75.7,4
Janik Haberer,1718,Ball Progressor,Davide Frattesi,Sassuolo,73.1,5
Marco Terrazzino,1718,Ball Progressor,Dennis Praet,Torino,80.0,1
Marco Terrazzino,1718,Ball Progressor,Francesco Gelli,Frosinone,78.2,2
Marco Terrazzino,1718,Ball Progressor,Arsen Zakharyan,Real Sociedad,78.2,3
Marco Terrazzino,1718,Ball Progressor,Portu,Getafe,76.7,4
Marco Terrazzino,1718,Ball Progressor,Hélder Costa,Valencia,75.7,5
Mike Frantz,1718,Defensive Anchor,Darko Brašanac,Osasuna,88.0,1
Mike Frantz,1718,Defensive Anchor,Darko Brašanac,Leganés,87.1,2
Mike Frantz,1718,Defensive Anchor,Antonino Barillà,Parma,86.6,3
Mike Frantz,1718,Defensive Anchor,Karol Linetty,Torino,86.4,4
Mike Frantz,1718,Defensive Anchor,Damien Le Tallec,Montpellier,85.6,5
Nicolas Höfler,1718,Defensive Anchor,Omar Mascarell,Elche,89.4,1
Nicolas Höfler,1718,Defensive Anchor,Julian Weigl,Gladbach,89.3,2
Nicolas Höfler,1718,Defensive Anchor,Thomas Monconduit,Amiens,86.6,3
Nicolas Höfler,1718,Defensive Anchor,Azor Matusiwa,Reims,86.3,4
Nicolas Höfler,1718,Defensive Anchor,Mikel San José,Athletic Club,86.0,5
Pascal Stenzel,1718,Defensive Anchor,Dario Essugo,Las Palmas,91.1,1
Pascal Stenzel,1718,Defensive Anchor,Boubakary Soumaré,Leicester City,84.7,2
Pascal Stenzel,1718,Defensive Anchor,Julian Weigl,Dortmund,84.3,3
Pascal Stenzel,1718,Defensive Anchor,Rabby Nzingoula,Montpellier,82.4,4
Pascal Stenzel,1718,Defensive Anchor,Manu Koné,Gladbach,82.2,5
Robin Koch,1718,Defensive Anchor,Robin Koch,Freiburg,94.3,1
Robin Koch,1718,Defensive Anchor,Jakub Kiwior,Spezia,89.3,2
Robin Koch,1718,Defensive Anchor,Lucas Tousart,Hertha BSC,89.0,3
Robin Koch,1718,Defensive Anchor,Johnny Cardoso,Betis,88.2,4
Robin Koch,1718,Defensive Anchor,John Donald,Elche,88.1,5
Christoph Kramer,1718,Defensive Anchor,Guido Pizarro,Sevilla,83.9,1
Christoph Kramer,1718,Defensive Anchor,Andrei Girotto,Nantes,83.0,2
Christoph Kramer,1718,Defensive Anchor,Yves Bissouma,Brighton,80.2,3
Christoph Kramer,1718,Defensive Anchor,Geoffrey Kondogbia,Valencia,80.2,4
Christoph Kramer,1718,Defensive Anchor,Renato Tapia,Celta Vigo,80.0,5
Denis Zakaria,1718,Defensive Anchor,Eric Martel,Köln,92.9,1
Denis Zakaria,1718,Defensive Anchor,Santiago Ascacíbar,Stuttgart,92.2,2
Denis Zakaria,1718,Defensive Anchor,Lamine Fomba,Nîmes,90.3,3
Denis Zakaria,1718,Defensive Anchor,Gianluca Busio,Venezia,88.0,4
Denis Zakaria,1718,Defensive Anchor,Santiago Ascacíbar,Stuttgart,87.6,5
Jonas Hofmann,1718,Creative Playmaker,Badredine Bouanani,Nice,82.0,1
Jonas Hofmann,1718,Creative Playmaker,Álex Berenguer,Torino,81.7,2
Jonas Hofmann,1718,Creative Playmaker,Leonardo Bittencourt,Hoffenheim,80.1,3
Jonas Hofmann,1718,Creative Playmaker,Mathias Autret,Brest,77.2,4
Jonas Hofmann,1718,Creative Playmaker,Callum Hudson-Odoi,Chelsea,76.8,5
Mickaël Cuisance,1718,Ball Progressor,Fabio Miretti,Juventus,83.0,1
Mickaël Cuisance,1718,Ball Progressor,Nadiem Amiri,Hoffenheim,80.7,2
Mickaël Cuisance,1718,Ball Progressor,Gavi,Barcelona,79.7,3
Mickaël Cuisance,1718,Ball Progressor,Kamory Doumbia,Reims,77.0,4
Mickaël Cuisance,1718,Ball Progressor,Jacopo Fazzini,Empoli,76.2,5
Patrick Herrmann,1718,Ball Progressor,Alexander Esswein,Stuttgart,82.1,1
Patrick Herrmann,1718,Ball Progressor,Cristiano Lombardi,Benevento,79.9,2
Patrick Herrmann,1718,Ball Progressor,Sergi Canós,Valencia,77.5,3
Patrick Herrmann,1718,Ball Progressor,Denis Cheryshev,Valencia,75.6,4
Patrick Herrmann,1718,Ball Progressor,Alex Sola,Getafe,75.3,5
Thorgan Hazard,1718,Creative Playmaker,Pablo Sarabia,Sevilla,92.2,1
Thorgan Hazard,1718,Creative Playmaker,Ludovic Blas,Nantes,90.9,2
Thorgan Hazard,1718,Creative Playmaker,Ademola Lookman,Atalanta,89.9,3
Thorgan Hazard,1718,Creative Playmaker,Cengiz Ünder,Marseille,89.8,4
Thorgan Hazard,1718,Creative Playmaker,Dele Alli,Tottenham,89.0,5
Aaron Hunt,1718,Creative Playmaker,Pascal Groß,Brighton,90.7,1
Aaron Hunt,1718,Creative Playmaker,Téji Savanier,Montpellier,90.3,2
Aaron Hunt,1718,Creative Playmaker,Pascal Groß,Brighton,89.0,3
Aaron Hunt,1718,Creative Playmaker,Pascal Groß,Brighton,88.6,4
Aaron Hunt,1718,Creative Playmaker,Robert Snodgrass,West Ham,87.8,5
Albin Ekdal,1718,Defensive Anchor,Víctor Sánchez,Espanyol,86.5,1
Albin Ekdal,1718,Defensive Anchor,Manu Morlanes,Mallorca,83.7,2
Albin Ekdal,1718,Defensive Anchor,Andrei Girotto,Nantes,83.4,3
Albin Ekdal,1718,Defensive Anchor,Ibrahim Sangaré,Nott'ham Forest,83.2,4
Albin Ekdal,1718,Defensive Anchor,Vincent Pajot,Metz,83.2,5
Gideon Jung,1718,Defensive Anchor,Raúl Guti,Elche,92.8,1
Gideon Jung,1718,Defensive Anchor,Antonio Blanco,Alavés,92.6,2
Gideon Jung,1718,Defensive Anchor,Joris Chotard,Montpellier,91.1,3
Gideon Jung,1718,Defensive Anchor,Hugo Guillamón,Valencia,90.4,4
Gideon Jung,1718,Defensive Anchor,Antonio Blanco,Alavés,90.2,5
Lewis Holtby,1718,Ball Progressor,Leonardo Bittencourt,Werder Bremen,84.7,1
Lewis Holtby,1718,Ball Progressor,Lukas Rupp,Hoffenheim,76.9,2
Lewis Holtby,1718,Ball Progressor,Dennis Srbeny,Norwich City,76.1,3
Lewis Holtby,1718,Ball Progressor,Chadrac Akolo,Stuttgart,76.1,4
Lewis Holtby,1718,Ball Progressor,Joe Willock,Newcastle Utd,76.0,5
Tatsuya Ito,1718,Creative Playmaker,Karim Bellarabi,Leverkusen,85.0,1
Tatsuya Ito,1718,Creative Playmaker,David Costa,Lens,83.5,2
Tatsuya Ito,1718,Creative Playmaker,Désiré Doué,Rennes,82.9,3
Tatsuya Ito,1718,Creative Playmaker,Bruma,RB Leipzig,82.8,4
Tatsuya Ito,1718,Creative Playmaker,Romain Del Castillo,Rennes,81.9,5
Walace,1718,Defensive Anchor,Tom Krauß,Mainz 05,87.8,1
Walace,1718,Defensive Anchor,Dion Lopy,Reims,87.3,2
Walace,1718,Defensive Anchor,Pape Gueye,Sevilla,85.0,3
Walace,1718,Defensive Anchor,Yangel Herrera,Espanyol,84.9,4
Walace,1718,Defensive Anchor,Boubacar Kamara,Aston Villa,84.5,5
Felix Klaus,1718,Ball Progressor,Jean-Ricner Bellegarde,Wolves,83.8,1
Felix Klaus,1718,Ball Progressor,Jorge de Frutos,Levante,82.3,2
Felix Klaus,1718,Ball Progressor,Georginio Rutter,Brighton,81.0,3
Felix Klaus,1718,Ball Progressor,Jesper Lindstrøm,Eint Frankfurt,80.4,4
Felix Klaus,1718,Ball Progressor,Ritsu Doan,Freiburg,79.7,5
Ihlas Bebou,1718,Creative Playmaker,Raphinha,Rennes,91.3,1
Ihlas Bebou,1718,Creative Playmaker,Armand Lauriente,Lorient,86.8,2
Ihlas Bebou,1718,Creative Playmaker,Thorgan Hazard,Gladbach,86.1,3
Ihlas Bebou,1718,Creative Playmaker,Ademola Lookman,Atalanta,85.0,4
Ihlas Bebou,1718,Creative Playmaker,Ansgar Knauff,Eint Frankfurt,84.9,5
Iver Fossum,1718,Ball Progressor,Álex Collado,Granada,79.2,1
Iver Fossum,1718,Ball Progressor,Mattias Svanberg,Bologna,75.5,2
Iver Fossum,1718,Ball Progressor,Reinier,Frosinone,75.0,3
Iver Fossum,1718,Ball Progressor,Jaidon Anthony,Bournemouth,74.0,4
Iver Fossum,1718,Ball Progressor,Elvis Rexhbeçaj,Augsburg,73.7,5
Marvin Bakalorz,1718,Defensive Anchor,Nemanja Maksimović,Getafe,92.1,1
Marvin Bakalorz,1718,Defensive Anchor,Fede San Emeterio,Cádiz,88.0,2
Marvin Bakalorz,1718,Defensive Anchor,Nicolai Remberg,Holstein Kiel,87.7,3
Marvin Bakalorz,1718,Defensive Anchor,Kristijan Jakić,Augsburg,86.1,4
Marvin Bakalorz,1718,Defensive Anchor,Antonino Barillà,Parma,85.6,5
Pirmin Schwegler,1718,Defensive Anchor,Pirmin Schwegler,Hannover 96,84.5,1
Pirmin Schwegler,1718,Defensive Anchor,Danny Latza,Mainz 05,73.4,2
Pirmin Schwegler,1718,Defensive Anchor,Josh Brownhill,Burnley,71.9,3
Pirmin Schwegler,1718,Defensive Anchor,Xavier Chavalerin,Reims,71.0,4
Pirmin Schwegler,1718,Defensive Anchor,Idrissa Gana Gueye,Everton,70.5,5
Arne Maier,1718,Defensive Anchor,Oliver Arblaster,Sheffield Utd,86.0,1
Arne Maier,1718,Defensive Anchor,Arthur Vermeeren,RB Leipzig,82.0,2
Arne Maier,1718,Defensive Anchor,Sandro Tonali,Milan,81.8,3
Arne Maier,1718,Defensive Anchor,Tom Davies,Everton,80.5,4
Arne Maier,1718,Defensive Anchor,Ngal'Ayel Mukau,Lille,79.6,5
Fabian Lustenberger,1718,Defensive Anchor,Stanko Jurić,Valladolid,95.5,1
Fabian Lustenberger,1718,Defensive Anchor,Guido Rodríguez,West Ham,94.3,2
Fabian Lustenberger,1718,Defensive Anchor,Damián Musto,Huesca,91.3,3
Fabian Lustenberger,1718,Defensive Anchor,Renato Tapia,Celta Vigo,91.0,4
Fabian Lustenberger,1718,Defensive Anchor,Tom Trybull,Norwich City,89.5,5
Per Ciljan Skjelbred,1718,Defensive Anchor,Vincent Pajot,Metz,94.2,1
Per Ciljan Skjelbred,1718,Defensive Anchor,Xavier Chavalerin,Reims,91.7,2
Per Ciljan Skjelbred,1718,Defensive Anchor,Gelson Fernandes,Eint Frankfurt,90.8,3
Per Ciljan Skjelbred,1718,Defensive Anchor,Víctor Sánchez,Espanyol,89.7,4
Per Ciljan Skjelbred,1718,Defensive Anchor,Damián Musto,Huesca,89.4,5
Valentino Lazaro,1718,Ball Progressor,Jakub Jankto,Sampdoria,84.6,1
Valentino Lazaro,1718,Ball Progressor,Marius Wolf,Eint Frankfurt,84.0,2
Valentino Lazaro,1718,Ball Progressor,Marc Cucurella,Eibar,83.0,3
Valentino Lazaro,1718,Ball Progressor,Fabio Miretti,Genoa,83.0,4
Valentino Lazaro,1718,Ball Progressor,Eren Dinkçi,Freiburg,82.5,5
Vladimír Darida,1718,Defensive Anchor,Manu Morlanes,Mallorca,65.7,1
Vladimír Darida,1718,Defensive Anchor,Stijn Spierings,Lens,62.3,2
Vladimír Darida,1718,Defensive Anchor,Rodrigo Bentancur,Juventus,60.2,3
Vladimír Darida,1718,Defensive Anchor,Ádám Nagy,Bologna,60.0,4
Vladimír Darida,1718,Defensive Anchor,Rodrigo Bentancur,Juventus,60.0,5
Dennis Geiger,1718,Defensive Anchor,Suat Serdar,Mainz 05,83.0,1
Dennis Geiger,1718,Defensive Anchor,Gianluca Busio,Venezia,78.3,2
Dennis Geiger,1718,Defensive Anchor,Hamza Rafia,Lecce,77.5,3
Dennis Geiger,1718,Defensive Anchor,Stefan Bajcetic,Las Palmas,76.0,4
Dennis Geiger,1718,Defensive Anchor,Mehdi Léris,Chievo,73.8,5
Florian Grillitsch,1718,Defensive Anchor,Lucien Agoume,Sevilla,87.0,1
Florian Grillitsch,1718,Defensive Anchor,Salih Özcan,Köln,85.5,2
Florian Grillitsch,1718,Defensive Anchor,Adam Wharton,Crystal Palace,82.3,3
Florian Grillitsch,1718,Defensive Anchor,Dario Essugo,Las Palmas,80.2,4
Florian Grillitsch,1718,Defensive Anchor,Mikel Jauregizar,Athletic Club,79.8,5
Kerem Demirbay,1718,Box-to-Box Engine,Giovani Lo Celso,Tottenham,69.1,1
Kerem Demirbay,1718,Box-to-Box Engine,Thiago Alcántara,Bayern Munich,65.9,2
Kerem Demirbay,1718,Box-to-Box Engine,Niklas Schmidt,Toulouse,64.7,3
Kerem Demirbay,1718,Box-to-Box Engine,Toma Bašić,Bordeaux,64.4,4
Kerem Demirbay,1718,Box-to-Box Engine,Fred,Manchester Utd,63.9,5
Lukas Rupp,1718,Ball Progressor,Jonas Hofmann,Gladbach,78.8,1
Lukas Rupp,1718,Ball Progressor,Kenedy,Newcastle Utd,78.3,2
Lukas Rupp,1718,Ball Progressor,Lewis Holtby,Hamburger SV,76.9,3
Lukas Rupp,1718,Ball Progressor,Leonardo Bittencourt,Werder Bremen,75.6,4
Lukas Rupp,1718,Ball Progressor,Adri Embarba,Espanyol,73.2,5
Nadiem Amiri,1718,Ball Progressor,Julien Ponceau,Lorient,82.0,1
Nadiem Amiri,1718,Ball Progressor,Fabio Miretti,Juventus,81.2,2
Nadiem Amiri,1718,Ball Progressor,Mickaël Cuisance,Gladbach,80.7,3
Nadiem Amiri,1718,Ball Progressor,Roberto Navarro,Cádiz,80.4,4
Nadiem Amiri,1718,Ball Progressor,Arsen Zakharyan,Real Sociedad,80.3,5
Leonardo Bittencourt,1718,Creative Playmaker,Matìas Soulé,Roma,82.9,1
Leonardo Bittencourt,1718,Creative Playmaker,Ansgar Knauff,Eint Frankfurt,82.1,2
Leonardo Bittencourt,1718,Creative Playmaker,Alejandro Garnacho,Manchester Utd,81.8,3
Leonardo Bittencourt,1718,Creative Playmaker,Eliesse Ben Seghir,Monaco,80.9,4
Leonardo Bittencourt,1718,Creative Playmaker,Álex Berenguer,Torino,80.9,5
Marco Höger,1718,Defensive Anchor,Lucas Deaux,Guingamp,80.9,1
Marco Höger,1718,Defensive Anchor,Dan Gosling,Bournemouth,80.6,2
Marco Höger,1718,Defensive Anchor,Adrien Silva,Monaco,79.4,3
Marco Höger,1718,Defensive Anchor,Tyler Adams,Leeds United,79.3,4
Marco Höger,1718,Defensive Anchor,Mario Lemina,Nice,79.0,5
Matthias Lehmann,1718,Defensive Anchor,Pedro Mosquera,Huesca,88.1,1
Matthias Lehmann,1718,Defensive Anchor,Wesley Lautoa,Dijon,87.7,2
Matthias Lehmann,1718,Defensive Anchor,Fernando,Sevilla,86.5,3
Matthias Lehmann,1718,Defensive Anchor,Milan Badelj,Genoa,86.2,4
Matthias Lehmann,1718,Defensive Anchor,Étienne Capoue,Villarreal,84.9,5
Miloš Jojić,1718,Ball Progressor,Fredrik Jensen,Augsburg,88.4,1
Miloš Jojić,1718,Ball Progressor,Philipp Förster,Bochum,75.2,2
Miloš Jojić,1718,Ball Progressor,Philip Billing,Bournemouth,74.7,3
Miloš Jojić,1718,Ball Progressor,Erik Thommy,Stuttgart,73.2,4
Miloš Jojić,1718,Ball Progressor,Pablo Piatti,Espanyol,70.2,5
Salih Özcan,1718,Defensive Anchor,Weston McKennie,Schalke 04,87.9,1
Salih Özcan,1718,Defensive Anchor,Samu Costa,Almería,86.7,2
Salih Özcan,1718,Defensive Anchor,Florian Grillitsch,Hoffenheim,85.5,3
Salih Özcan,1718,Defensive Anchor,Nicolás Domínguez,Bologna,81.8,4
Salih Özcan,1718,Defensive Anchor,Adam Wharton,Crystal Palace,81.8,5
Simon Zoller,1718,Ball Progressor,Tosin Aiyegun,Lorient,90.1,1
Simon Zoller,1718,Ball Progressor,Jeremy Dudziak,Greuther Fürth,87.8,2
Simon Zoller,1718,Ball Progressor,Mathias Pereira Lage,Brest,86.5,3
Simon Zoller,1718,Ball Progressor,Davide Frattesi,Inter,84.0,4
Simon Zoller,1718,Ball Progressor,Amine Gouiri,Rennes,83.7,5
Charles Aránguiz,1718,Box-to-Box Engine,Remo Freuler,Atalanta,81.3,1
Charles Aránguiz,1718,Box-to-Box Engine,Milan Badelj,Fiorentina,80.2,2
Charles Aránguiz,1718,Box-to-Box Engine,Marten de Roon,Atalanta,78.5,3
Charles Aránguiz,1718,Box-to-Box Engine,Benjamin André,Lille,78.1,4
Charles Aránguiz,1718,Box-to-Box Engine,Jorginho,Chelsea,77.6,5
Dominik Kohr,1718,Box-to-Box Engine,Dominik Kohr,Eint Frankfurt,75.5,1
Dominik Kohr,1718,Box-to-Box Engine,Tom Krauß,Bochum,61.4,2
Dominik Kohr,1718,Box-to-Box Engine,Florian Neuhaus,Gladbach,61.4,3
Dominik Kohr,1718,Box-to-Box Engine,Maxence Caqueret,Lyon,60.9,4
Dominik Kohr,1718,Box-to-Box Engine,Ander Herrera,Manchester Utd,60.2,5
Julian Baumgartlinger,1718,Defensive Anchor,Sandro,Benevento,90.1,1
Julian Baumgartlinger,1718,Defensive Anchor,Asier Illarramendi,Real Sociedad,89.9,2
Julian Baumgartlinger,1718,Defensive Anchor,Pedro Obiang,Sassuolo,89.8,3
Julian Baumgartlinger,1718,Defensive Anchor,Javi Fuego,Villarreal,86.1,4
Julian Baumgartlinger,1718,Defensive Anchor,Pathé Ciss,Rayo Vallecano,85.6,5
Kai Havertz,1718,Ball Progressor,Gavi,Barcelona,86.1,1
Kai Havertz,1718,Ball Progressor,Jude Bellingham,Dortmund,82.3,2
Kai Havertz,1718,Ball Progressor,Christoph Baumgartner,Hoffenheim,81.2,3
Kai Havertz,1718,Ball Progressor,Nadiem Amiri,Hoffenheim,76.7,4
Kai Havertz,1718,Ball Progressor,Gavi,Barcelona,76.0,5
Karim Bellarabi,1718,Creative Playmaker,Denis Cheryshev,Valencia,91.5,1
Karim Bellarabi,1718,Creative Playmaker,Lucas Vázquez,Real Madrid,87.4,2
Karim Bellarabi,1718,Creative Playmaker,Philipp Förster,Stuttgart,86.4,3
Karim Bellarabi,1718,Creative Playmaker,Tatsuya Ito,Hamburger SV,85.0,4
Karim Bellarabi,1718,Creative Playmaker,Angelo Fulgini,Lens,83.3,5
Kevin Kampl,1718,Box-to-Box Engine,Giovani Lo Celso,Tottenham,69.8,1
Kevin Kampl,1718,Box-to-Box Engine,Maxime Lopez,Marseille,66.5,2
Kevin Kampl,1718,Box-to-Box Engine,Kike Pérez,Valladolid,65.4,3
Kevin Kampl,1718,Box-to-Box Engine,Éver Banega,Sevilla,65.1,4
Kevin Kampl,1718,Box-to-Box Engine,Nadiem Amiri,Leverkusen,65.0,5
Alexandru Maxim,1718,Ball Progressor,Guilherme,Benevento,81.4,1
Alexandru Maxim,1718,Ball Progressor,Ryad Boudebouz,Betis,77.3,2
Alexandru Maxim,1718,Ball Progressor,Jonas Hofmann,Gladbach,74.0,3
Alexandru Maxim,1718,Ball Progressor,Nadiem Amiri,Leverkusen,73.2,4
Alexandru Maxim,1718,Ball Progressor,Arne Maier,Augsburg,70.7,5
Danny Latza,1718,Defensive Anchor,Thomas Monconduit,Amiens,83.1,1
Danny Latza,1718,Defensive Anchor,Óscar Valentín,Rayo Vallecano,77.7,2
Danny Latza,1718,Defensive Anchor,Josh Brownhill,Burnley,75.5,3
Danny Latza,1718,Defensive Anchor,Pierre Lees-Melou,Nice,74.8,4
Danny Latza,1718,Defensive Anchor,Guido Rodríguez,Betis,74.8,5
Jean-Philippe Gbamin,1718,Defensive Anchor,Carlos Baleba,Brighton,90.5,1
Jean-Philippe Gbamin,1718,Defensive Anchor,Declan Rice,West Ham,86.5,2
Jean-Philippe Gbamin,1718,Defensive Anchor,Djibril Sow,Eint Frankfurt,85.5,3
Jean-Philippe Gbamin,1718,Defensive Anchor,Ethan Ampadu,Venezia,84.5,4
Jean-Philippe Gbamin,1718,Defensive Anchor,Mohamed Camara,Monaco,84.4,5
Suat Serdar,1718,Defensive Anchor,Gianluca Busio,Venezia,87.8,1
Suat Serdar,1718,Defensive Anchor,Mario Martín,Valladolid,87.0,2
Suat Serdar,1718,Defensive Anchor,Rabby Nzingoula,Montpellier,86.6,3
Suat Serdar,1718,Defensive Anchor,Suat Serdar,Schalke 04,86.5,4
Suat Serdar,1718,Defensive Anchor,Joe Willock,Newcastle Utd,85.2,5
Bruma,1718,Creative Playmaker,Flavien Tait,Angers,85.4,1
Bruma,1718,Creative Playmaker,Alex Iwobi,Arsenal,84.8,2
Bruma,1718,Creative Playmaker,Julien Ponceau,Lorient,84.0,3
Bruma,1718,Creative Playmaker,Philipp Förster,Stuttgart,83.8,4
Bruma,1718,Creative Playmaker,Amine Harit,Marseille,83.6,5
Diego Demme,1718,Box-to-Box Engine,Valentin Rongier,Marseille,83.7,1
Diego Demme,1718,Box-to-Box Engine,Marcelo Brozović,Inter,82.2,2
Diego Demme,1718,Box-to-Box Engine,Dani Ceballos,Real Madrid,81.1,3
Diego Demme,1718,Box-to-Box Engine,Jorginho,Napoli,79.1,4
Diego Demme,1718,Box-to-Box Engine,Marco Verratti,Paris S-G,78.4,5
Emil Forsberg,1718,Creative Playmaker,Daniel Didavi,Stuttgart,89.6,1
Emil Forsberg,1718,Creative Playmaker,Vincenzo Grifo,Freiburg,85.0,2
Emil Forsberg,1718,Creative Playmaker,Simone Verdi,Torino,84.8,3
Emil Forsberg,1718,Creative Playmaker,Christopher Nkunku,RB Leipzig,84.6,4
Emil Forsberg,1718,Creative Playmaker,Miha Zajc,Empoli,84.4,5
Kevin Kampl,1718,Box-to-Box Engine,Kevin Stöger,Düsseldorf,80.8,1
Kevin Kampl,1718,Box-to-Box Engine,Joshua Kimmich,Bayern Munich,78.2,2
Kevin Kampl,1718,Box-to-Box Engine,Stefano Sensi,Sassuolo,77.1,3
Kevin Kampl,1718,Box-to-Box Engine,Kevin Kampl,RB Leipzig,75.6,4
Kevin Kampl,1718,Box-to-Box Engine,Miralem Pjanić,Juventus,74.6,5
Marcel Sabitzer,1718,Creative Playmaker,Dominik Szoboszlai,RB Leipzig,85.0,1
Marcel Sabitzer,1718,Creative Playmaker,Thomas Müller,Bayern Munich,83.7,2
Marcel Sabitzer,1718,Creative Playmaker,Dani Olmo,RB Leipzig,83.5,3
Marcel Sabitzer,1718,Creative Playmaker,Jamal Musiala,Bayern Munich,82.5,4
Marcel Sabitzer,1718,Creative Playmaker,Thomas Müller,Bayern Munich,81.8,5
Naby Keïta,1718,Box-to-Box Engine,Giovani Lo Celso,Paris S-G,80.1,1
Naby Keïta,1718,Box-to-Box Engine,Emre Can,Liverpool,77.2,2
Naby Keïta,1718,Box-to-Box Engine,Rafinha,Celta Vigo,74.0,3
Naby Keïta,1718,Box-to-Box Engine,Houssem Aouar,Lyon,74.0,4
Naby Keïta,1718,Box-to-Box Engine,Jude Bellingham,Dortmund,73.2,5
Amine Harit,1718,Creative Playmaker,Gonçalo Guedes,Valencia,91.1,1
Amine Harit,1718,Creative Playmaker,Takefusa Kubo,Mallorca,89.1,2
Amine Harit,1718,Creative Playmaker,Amad Diallo,Manchester Utd,87.4,3
Amine Harit,1718,Creative Playmaker,Sofiane Boufal,Celta Vigo,87.0,4
Amine Harit,1718,Creative Playmaker,Ruben Loftus-Cheek,Crystal Palace,86.8,5
Coke,1718,Defensive Anchor,Álex Fernández,Cádiz,78.9,1
Coke,1718,Defensive Anchor,Tomás Rincón,Sampdoria,76.6,2
Coke,1718,Defensive Anchor,Matthias Lehmann,Köln,76.3,3
Coke,1718,Defensive Anchor,Fernando,Sevilla,75.2,4
Coke,1718,Defensive Anchor,Mehdi Lacen,Málaga,75.1,5
Leon Goretzka,1718,Defensive Anchor,Rocco Reitz,Gladbach,85.5,1
Leon Goretzka,1718,Defensive Anchor,Philip Billing,Huddersfield,72.5,2
Leon Goretzka,1718,Defensive Anchor,Weston McKennie,Schalke 04,71.4,3
Leon Goretzka,1718,Defensive Anchor,Éderson,Atalanta,70.0,4
Leon Goretzka,1718,Defensive Anchor,Konrad Laimer,RB Leipzig,69.0,5
Max Meyer,1718,Defensive Anchor,Lucien Agoume,Brest,93.7,1
Max Meyer,1718,Defensive Anchor,Tom Davies,Everton,89.0,2
Max Meyer,1718,Defensive Anchor,Samuele Ricci,Empoli,88.7,3
Max Meyer,1718,Defensive Anchor,Walace,Udinese,88.3,4
Max Meyer,1718,Defensive Anchor,Djibril Sow,Eint Frankfurt,88.2,5
Nabil Bentaleb,1718,Defensive Anchor,Neil El Aynaoui,Lens,74.1,1
Nabil Bentaleb,1718,Defensive Anchor,Rodrigo Bentancur,Tottenham,72.9,2
Nabil Bentaleb,1718,Defensive Anchor,Marshall Munetsi,Reims,70.7,3
Nabil Bentaleb,1718,Defensive Anchor,Suat Serdar,Schalke 04,70.5,4
Nabil Bentaleb,1718,Defensive Anchor,Gonzalo Escalante,Alavés,70.1,5
Weston McKennie,1718,Defensive Anchor,Joris Chotard,Montpellier,94.8,1
Weston McKennie,1718,Defensive Anchor,Edoardo Bove,Roma,90.8,2
Weston McKennie,1718,Defensive Anchor,Salih Özcan,Köln,87.9,3
Weston McKennie,1718,Defensive Anchor,Yangel Herrera,Huesca,87.3,4
Weston McKennie,1718,Defensive Anchor,Fabian Kunze,Arminia,87.2,5
Anastasios Donis,1718,Creative Playmaker,Harvey Barnes,Leicester City,79.2,1
Anastasios Donis,1718,Creative Playmaker,Samuel Chukwueze,Villarreal,78.3,2
Anastasios Donis,1718,Creative Playmaker,Yannick Carrasco,Atlético Madrid,77.4,3
Anastasios Donis,1718,Creative Playmaker,Allan Saint-Maximin,Newcastle Utd,75.4,4
Anastasios Donis,1718,Creative Playmaker,Bryan Zaragoza,Granada,74.1,5
Berkay Özcan,1718,Ball Progressor,Peque,Sevilla,85.7,1
Berkay Özcan,1718,Ball Progressor,Arnaud Lusamba,Nice,82.8,2
Berkay Özcan,1718,Ball Progressor,Mattias Svanberg,Bologna,82.1,3
Berkay Özcan,1718,Ball Progressor,Arne Engels,Augsburg,81.2,4
Berkay Özcan,1718,Ball Progressor,Pablo Marín,Real Sociedad,81.0,5
Chadrac Akolo,1718,Ball Progressor,Christoph Baumgartner,RB Leipzig,90.9,1
Chadrac Akolo,1718,Ball Progressor,Christoph Baumgartner,Hoffenheim,87.5,2
Chadrac Akolo,1718,Ball Progressor,Georginio Rutter,Brighton,87.2,3
Chadrac Akolo,1718,Ball Progressor,Shavy Babicka,Toulouse,86.9,4
Chadrac Akolo,1718,Ball Progressor,Harry Wilson,Bournemouth,86.2,5
Christian Gentner,1718,Defensive Anchor,Benjamin André,Lille,77.3,1
Christian Gentner,1718,Defensive Anchor,Idrissa Gana Gueye,Everton,76.4,2
Christian Gentner,1718,Defensive Anchor,Rubén Alcaraz,Cádiz,73.5,3
Christian Gentner,1718,Defensive Anchor,Marten de Roon,Atalanta,73.4,4
