player,season,team,role,similar_player,similar_team,similar_league,similar_season,similar_pos,similarity_score,rank
Vicente Iborra,2021,Villarreal,Defensive Anchor,Carlos Sánchez,Espanyol,ESP-La Liga,1718,MF,92.7,2
Vicente Iborra,2021,Villarreal,Defensive Anchor,Stefan Ilsanker,Eint Frankfurt,GER-Bundesliga,2021,"MF,DF",91.1,3
Vicente Iborra,2021,Villarreal,Defensive Anchor,Omar Mascarell,Mallorca,ESP-La Liga,2324,MF,91.0,4
Vicente Iborra,2021,Villarreal,Defensive Anchor,Danilo Cataldi,Lazio,ITA-Serie A,2324,MF,89.8,5
Vicente Iborra,2122,Villarreal,Defensive Anchor,Fernando,Sevilla,ESP-La Liga,2223,"MF,DF",90.5,1
Vicente Iborra,2122,Villarreal,Defensive Anchor,Javi Fuego,Espanyol,ESP-La Liga,1718,MF,89.4,2
Vicente Iborra,2122,Villarreal,Defensive Anchor,Tomás Pina Isla,Alavés,ESP-La Liga,2122,MF,87.8,3
Vicente Iborra,2122,Villarreal,Defensive Anchor,Milan Badelj,Genoa,ITA-Serie A,2425,MF,87.6,4
Vicente Iborra,2122,Villarreal,Defensive Anchor,Wesley Lautoa,Dijon,FRA-Ligue 1,2021,"MF,DF",87.2,5
Victor Sá,1920,Wolfsburg,Ball Progressor,Josh Murphy,Cardiff City,ENG-Premier League,1819,"MF,FW",83.7,1
Victor Sá,1920,Wolfsburg,Ball Progressor,Mama Samba Baldé,Troyes,FRA-Ligue 1,2122,"MF,FW",83.5,2
Victor Sá,1920,Wolfsburg,Ball Progressor,Keko,Valladolid,ESP-La Liga,1819,"MF,FW",79.0,3
Victor Sá,1920,Wolfsburg,Ball Progressor,Oliver Burke,Alavés,ESP-La Liga,1920,"MF,FW",77.7,4
Victor Sá,1920,Wolfsburg,Ball Progressor,Yannick Gerhardt,Wolfsburg,GER-Bundesliga,2021,"MF,FW",76.8,5
Victorien Angban,1920,Metz,Defensive Anchor,Ander Guevara,Real Sociedad,ESP-La Liga,1920,MF,89.0,1
Victorien Angban,1920,Metz,Defensive Anchor,Arthur Melo,Juventus,ITA-Serie A,2122,MF,86.5,2
Victorien Angban,1920,Metz,Defensive Anchor,Ibrahima Diallo,Brest,FRA-Ligue 1,2021,MF,85.6,3
Victorien Angban,1920,Metz,Defensive Anchor,Mehdi Abeid,Dijon,FRA-Ligue 1,1718,MF,85.5,4
Victorien Angban,1920,Metz,Defensive Anchor,Aurélien Tchouaméni,Bordeaux,FRA-Ligue 1,1920,MF,84.3,5
Victorien Angban,2021,Metz,Defensive Anchor,Alexis Blin,Amiens,FRA-Ligue 1,1920,MF,90.6,1
Victorien Angban,2021,Metz,Defensive Anchor,Niklas Dorsch,Augsburg,GER-Bundesliga,2324,MF,89.3,2
Victorien Angban,2021,Metz,Defensive Anchor,Rémi Walter,Troyes,FRA-Ligue 1,1718,MF,88.8,3
Victorien Angban,2021,Metz,Defensive Anchor,Martin Hongla,Hellas Verona,ITA-Serie A,2324,MF,87.8,4
Victorien Angban,2021,Metz,Defensive Anchor,Mehdi Abeid,Dijon,FRA-Ligue 1,1718,MF,87.6,5
Viktor Kovalenko,2122,Spezia,Ball Progressor,Liam Henderson,Empoli,ITA-Serie A,2223,MF,84.0,1
Viktor Kovalenko,2122,Spezia,Ball Progressor,Pere Pons,Alavés,ESP-La Liga,2021,MF,79.8,2
Viktor Kovalenko,2122,Spezia,Ball Progressor,Óscar Melendo,Granada,ESP-La Liga,2324,"MF,FW",76.7,3
Viktor Kovalenko,2122,Spezia,Ball Progressor,Oscar Hiljemark,Genoa,ITA-Serie A,1819,MF,76.4,4
Viktor Kovalenko,2122,Spezia,Ball Progressor,Valon Berisha,Düsseldorf,GER-Bundesliga,1920,MF,72.3,5
Viktor Tsyhankov,2223,Girona,Creative Playmaker,Javairô Dilrosun,Bordeaux,FRA-Ligue 1,2122,"MF,FW",90.0,1
Viktor Tsyhankov,2223,Girona,Creative Playmaker,Samuel Chukwueze,Villarreal,ESP-La Liga,2122,"MF,FW",89.6,2
Viktor Tsyhankov,2223,Girona,Creative Playmaker,Federico Bernardeschi,Juventus,ITA-Serie A,1819,"MF,FW",89.2,3
Viktor Tsyhankov,2223,Girona,Creative Playmaker,Callum Hudson-Odoi,Chelsea,ENG-Premier League,2122,"MF,FW",87.9,4
Viktor Tsyhankov,2223,Girona,Creative Playmaker,Justin Kluivert,Nice,FRA-Ligue 1,2122,MF,87.8,5
Viktor Tsyhankov,2324,Girona,Creative Playmaker,Leon Bailey,Aston Villa,ENG-Premier League,2324,"MF,FW",93.6,1
Viktor Tsyhankov,2324,Girona,Creative Playmaker,Thomas Müller,Bayern Munich,GER-Bundesliga,1718,"MF,FW",92.8,2
Viktor Tsyhankov,2324,Girona,Creative Playmaker,Ademola Lookman,Atalanta,ITA-Serie A,2425,"MF,FW",91.5,3
Viktor Tsyhankov,2324,Girona,Creative Playmaker,Charles De Ketelaere,Atalanta,ITA-Serie A,2425,"MF,FW",90.1,4
Viktor Tsyhankov,2324,Girona,Creative Playmaker,Cengiz Ünder,Marseille,FRA-Ligue 1,2223,"MF,DF",90.0,5
Vincent Marchetti,2223,Ajaccio,Ball Progressor,Manu Koné,Roma,ITA-Serie A,2425,MF,66.4,1
Vincent Marchetti,2223,Ajaccio,Ball Progressor,Iván Martín,Girona,ESP-La Liga,2324,MF,65.4,2
Vincent Marchetti,2223,Ajaccio,Ball Progressor,Enis Bardhi,Levante,ESP-La Liga,1819,MF,62.7,3
Vincent Marchetti,2223,Ajaccio,Ball Progressor,Jean-Victor Makengo,Udinese,ITA-Serie A,2122,MF,62.4,4
Vincent Marchetti,2223,Ajaccio,Ball Progressor,Georginio Wijnaldum,Liverpool,ENG-Premier League,1920,MF,62.2,5
Vincent Pajot,1718,Saint-Étienne,Defensive Anchor,Patrick Erras,Nürnberg,GER-Bundesliga,1819,MF,90.2,1
Vincent Pajot,1718,Saint-Étienne,Defensive Anchor,Matty James,Leicester City,ENG-Premier League,1718,MF,87.4,2
Vincent Pajot,1718,Saint-Étienne,Defensive Anchor,Isaac Hayden,Newcastle Utd,ENG-Premier League,2122,"MF,DF",86.7,3
Vincent Pajot,1718,Saint-Étienne,Defensive Anchor,Alberto Grassi,Parma,ITA-Serie A,2021,"MF,DF",85.4,4
Vincent Pajot,1718,Saint-Étienne,Defensive Anchor,Damien Le Tallec,Montpellier,FRA-Ligue 1,2021,"MF,DF",84.1,5
Vincent Pajot,2021,Metz,Defensive Anchor,Geoffrey Kondogbia,Atlético Madrid,ESP-La Liga,2223,MF,90.9,1
Vincent Pajot,2021,Metz,Defensive Anchor,Víctor Sánchez,Espanyol,ESP-La Liga,1819,MF,88.2,2
Vincent Pajot,2021,Metz,Defensive Anchor,Étienne Capoue,Watford,ENG-Premier League,1718,MF,87.3,3
Vincent Pajot,2021,Metz,Defensive Anchor,Javi Castellano,Las Palmas,ESP-La Liga,1718,MF,86.0,4
Vincent Pajot,2021,Metz,Defensive Anchor,Marcel Sobottka,Düsseldorf,GER-Bundesliga,1819,MF,85.5,5
Vincent Pajot,2122,Metz,Defensive Anchor,Per Ciljan Skjelbred,Hertha BSC,GER-Bundesliga,1718,MF,94.2,1
Vincent Pajot,2122,Metz,Defensive Anchor,Mohamed Diamé,Newcastle Utd,ENG-Premier League,1718,MF,91.2,2
Vincent Pajot,2122,Metz,Defensive Anchor,Gelson Fernandes,Eint Frankfurt,GER-Bundesliga,1819,MF,91.1,3
Vincent Pajot,2122,Metz,Defensive Anchor,Xavier Chavalerin,Reims,FRA-Ligue 1,2021,MF,89.2,4
Vincent Pajot,2122,Metz,Defensive Anchor,Manuel Iturra,Málaga,ESP-La Liga,1718,MF,88.7,5
Vincent Sierro,2324,Toulouse,Ball Progressor,Sergej Milinković-Savić,Lazio,ITA-Serie A,2223,MF,73.3,1
Vincent Sierro,2324,Toulouse,Ball Progressor,Jens Stage,Werder Bremen,GER-Bundesliga,2425,MF,71.9,2
Vincent Sierro,2324,Toulouse,Ball Progressor,Wayne Rooney,Everton,ENG-Premier League,1718,"MF,FW",71.1,3
Vincent Sierro,2324,Toulouse,Ball Progressor,Carlos Soler,Valencia,ESP-La Liga,2021,MF,70.4,4
Vincent Sierro,2324,Toulouse,Ball Progressor,Mario Pašalić,Atalanta,ITA-Serie A,2324,MF,69.6,5
Vincent Sierro,2425,Toulouse,Ball Progressor,Rolando Mandragora,Fiorentina,ITA-Serie A,2425,MF,70.0,1
Vincent Sierro,2425,Toulouse,Ball Progressor,Tomáš Souček,West Ham,ENG-Premier League,2425,MF,67.0,2
Vincent Sierro,2425,Toulouse,Ball Progressor,Sean Longstaff,Newcastle Utd,ENG-Premier League,2324,MF,66.1,3
Vincent Sierro,2425,Toulouse,Ball Progressor,Manolis Saliakas,St. Pauli,GER-Bundesliga,2425,"MF,DF",65.1,4
Vincent Sierro,2425,Toulouse,Ball Progressor,Maximilian Arnold,Wolfsburg,GER-Bundesliga,2425,MF,63.7,5
Vincenzo Grifo,1819,Hoffenheim,Creative Playmaker,Aleksei Miranchuk,Atalanta,ITA-Serie A,2324,"MF,FW",93.4,1
Vincenzo Grifo,1819,Freiburg,Creative Playmaker,Érik Lamela,Tottenham,ENG-Premier League,1819,"MF,FW",86.9,2
Vincenzo Grifo,1819,Freiburg,Creative Playmaker,Emil Forsberg,RB Leipzig,GER-Bundesliga,1920,MF,86.0,3
Vincenzo Grifo,1819,Hoffenheim,Creative Playmaker,Romain Del Castillo,Brest,FRA-Ligue 1,2223,"MF,FW",92.6,4
Vincenzo Grifo,1819,Hoffenheim,Creative Playmaker,Leroy Sané,Bayern Munich,GER-Bundesliga,2223,"MF,FW",91.3,5
Vincenzo Grifo,1920,Freiburg,Creative Playmaker,Julian Brandt,Dortmund,GER-Bundesliga,2324,"MF,FW",93.4,1
Vincenzo Grifo,1920,Hoffenheim,Ball Progressor,Yann Karamoh,Torino,ITA-Serie A,2425,"MF,FW",74.4,2
Vincenzo Grifo,1920,Freiburg,Creative Playmaker,Aleksei Miranchuk,Atalanta,ITA-Serie A,2324,"MF,FW",92.0,3
Vincenzo Grifo,1920,Hoffenheim,Ball Progressor,Antonín Barák,Fiorentina,ITA-Serie A,2223,MF,70.4,4
Vincenzo Grifo,1920,Freiburg,Creative Playmaker,Marco Asensio,Paris S-G,FRA-Ligue 1,2324,"MF,FW",91.8,5
Vincenzo Grifo,2021,Freiburg,Creative Playmaker,Andrej Kramarić,Hoffenheim,GER-Bundesliga,2324,"MF,FW",92.6,1
Vincenzo Grifo,2021,Freiburg,Creative Playmaker,Lorenzo Pellegrini,Roma,ITA-Serie A,2122,MF,89.7,2
Vincenzo Grifo,2021,Freiburg,Creative Playmaker,Julian Brandt,Dortmund,GER-Bundesliga,2223,"MF,FW",88.6,3
Vincenzo Grifo,2021,Freiburg,Creative Playmaker,Hakan Çalhanoğlu,Milan,ITA-Serie A,1920,"MF,FW",87.4,4
Vincenzo Grifo,2021,Freiburg,Creative Playmaker,Alassane Pléa,Gladbach,GER-Bundesliga,2122,"MF,FW",87.1,5
Vincenzo Grifo,2122,Freiburg,Creative Playmaker,Iker Muniain,Athletic Club,ESP-La Liga,2122,MF,87.5,1
Vincenzo Grifo,2122,Freiburg,Creative Playmaker,Thomas Müller,Bayern Munich,GER-Bundesliga,2122,MF,86.6,2
Vincenzo Grifo,2122,Freiburg,Creative Playmaker,Martin Ødegaard,Arsenal,ENG-Premier League,2223,MF,86.4,3
Vincenzo Grifo,2122,Freiburg,Creative Playmaker,Alassane Pléa,Gladbach,GER-Bundesliga,2122,"MF,FW",86.3,4
Vincenzo Grifo,2122,Freiburg,Creative Playmaker,Julian Brandt,Dortmund,GER-Bundesliga,2223,"MF,FW",85.7,5
Vincenzo Grifo,2223,Freiburg,Creative Playmaker,Andrej Kramarić,Hoffenheim,GER-Bundesliga,2324,"MF,FW",93.0,1
Vincenzo Grifo,2223,Freiburg,Creative Playmaker,Eberechi Eze,Crystal Palace,ENG-Premier League,2324,"MF,FW",89.8,2
Vincenzo Grifo,2223,Freiburg,Creative Playmaker,Nabil Fekir,Lyon,FRA-Ligue 1,1718,"MF,FW",89.6,3
Vincenzo Grifo,2223,Freiburg,Creative Playmaker,Gaël Kakuta,Lens,FRA-Ligue 1,2021,"MF,FW",89.6,4
Vincenzo Grifo,2223,Freiburg,Creative Playmaker,Paulo Dybala,Juventus,ITA-Serie A,1718,"MF,FW",89.2,5
Vincenzo Grifo,2324,Freiburg,Creative Playmaker,Alassane Pléa,Gladbach,GER-Bundesliga,2122,"MF,FW",91.0,1
Vincenzo Grifo,2324,Freiburg,Creative Playmaker,Pablo Sarabia,Wolves,ENG-Premier League,2324,"MF,FW",90.7,2
Vincenzo Grifo,2324,Freiburg,Creative Playmaker,Benjamin Bourigeaud,Rennes,FRA-Ligue 1,2324,"MF,FW",90.2,3
Vincenzo Grifo,2324,Freiburg,Creative Playmaker,Andrej Kramarić,Hoffenheim,GER-Bundesliga,2324,"MF,FW",89.5,4
Vincenzo Grifo,2324,Freiburg,Creative Playmaker,Julian Brandt,Dortmund,GER-Bundesliga,2425,MF,89.4,5
Vinicius Souza,2223,Espanyol,Defensive Anchor,Santiago Ascacíbar,Hertha BSC,GER-Bundesliga,2122,MF,94.3,1
Vinicius Souza,2223,Espanyol,Defensive Anchor,Samu Costa,Mallorca,ESP-La Liga,2324,MF,94.1,2
Vinicius Souza,2223,Espanyol,Defensive Anchor,Elisha Owusu,Auxerre,FRA-Ligue 1,2425,MF,89.1,3
Vinicius Souza,2223,Espanyol,Defensive Anchor,Beñat Prados,Athletic Club,ESP-La Liga,2425,MF,88.3,4
Vinicius Souza,2223,Espanyol,Defensive Anchor,João Palhinha,Fulham,ENG-Premier League,2223,MF,88.0,5
Vinicius Souza,2324,Sheffield Utd,Defensive Anchor,Morten Thorsby,Sampdoria,ITA-Serie A,2021,MF,91.4,1
Vinicius Souza,2324,Sheffield Utd,Defensive Anchor,Ryan Yates,Nott'ham Forest,ENG-Premier League,2324,MF,91.1,2
Vinicius Souza,2324,Sheffield Utd,Defensive Anchor,Morten Frendrup,Genoa,ITA-Serie A,2425,MF,90.2,3
Vinicius Souza,2324,Sheffield Utd,Defensive Anchor,João Palhinha,Fulham,ENG-Premier League,2223,MF,89.8,4
Vinicius Souza,2324,Sheffield Utd,Defensive Anchor,Wilfred Ndidi,Leicester City,ENG-Premier League,2425,MF,88.8,5
Virgil Misidjan,1819,Nürnberg,Ball Progressor,Yann Karamoh,Torino,ITA-Serie A,2425,"MF,FW",87.3,1
Virgil Misidjan,1819,Nürnberg,Ball Progressor,Josh Murphy,Cardiff City,ENG-Premier League,1819,"MF,FW",83.9,2
Virgil Misidjan,1819,Nürnberg,Ball Progressor,Tete Morente,Elche,ESP-La Liga,2122,MF,83.4,3
Virgil Misidjan,1819,Nürnberg,Ball Progressor,Nico Williams,Athletic Club,ESP-La Liga,2122,MF,82.1,4
Virgil Misidjan,1819,Nürnberg,Ball Progressor,Lago Junior,Mallorca,ESP-La Liga,1920,"MF,FW",81.2,5
Vitaly Janelt,2122,Brentford,Defensive Anchor,Morten Thorsby,Sampdoria,ITA-Serie A,1920,"MF,DF",81.6,1
Vitaly Janelt,2122,Brentford,Defensive Anchor,Baptiste Santamaria,Angers,FRA-Ligue 1,1718,MF,79.4,2
Vitaly Janelt,2122,Brentford,Defensive Anchor,Leander Dendoncker,Wolves,ENG-Premier League,1920,"MF,DF",78.5,3
Vitaly Janelt,2122,Brentford,Defensive Anchor,Ibrahima Sissoko,Strasbourg,FRA-Ligue 1,2021,MF,77.5,4
Vitaly Janelt,2122,Brentford,Defensive Anchor,Lucas Tousart,Lyon,FRA-Ligue 1,1718,MF,77.5,5
Vitaly Janelt,2223,Brentford,Defensive Anchor,Alessandro Deiola,Cagliari,ITA-Serie A,2122,MF,87.4,1
Vitaly Janelt,2223,Brentford,Defensive Anchor,Maximilian Eggestein,Freiburg,GER-Bundesliga,2122,MF,84.5,2
Vitaly Janelt,2223,Brentford,Defensive Anchor,Diadie Samassékou,Hoffenheim,GER-Bundesliga,2122,MF,84.1,3
Vitaly Janelt,2223,Brentford,Defensive Anchor,Samu Costa,Almería,ESP-La Liga,2223,MF,84.1,4
Vitaly Janelt,2223,Brentford,Defensive Anchor,Joris Chotard,Montpellier,FRA-Ligue 1,2324,MF,83.5,5
Vitaly Janelt,2324,Brentford,Defensive Anchor,Ibrahima Sissoko,Bochum,GER-Bundesliga,2425,MF,86.6,1
Vitaly Janelt,2324,Brentford,Defensive Anchor,Josh Brownhill,Burnley,ENG-Premier League,2122,MF,85.2,2
Vitaly Janelt,2324,Brentford,Defensive Anchor,Giulio Maggiore,Spezia,ITA-Serie A,2122,MF,84.0,3
Vitaly Janelt,2324,Brentford,Defensive Anchor,James Garner,Everton,ENG-Premier League,2324,MF,83.9,4
Vitaly Janelt,2324,Brentford,Defensive Anchor,Mauro Arambarri,Getafe,ESP-La Liga,2021,MF,83.5,5
Vitaly Janelt,2425,Brentford,Defensive Anchor,Nicolai Remberg,Holstein Kiel,GER-Bundesliga,2425,MF,91.3,1
Vitaly Janelt,2425,Brentford,Defensive Anchor,Nemanja Maksimović,Getafe,ESP-La Liga,2223,MF,85.5,2
Vitaly Janelt,2425,Brentford,Defensive Anchor,Yvan Neyou,Leganés,ESP-La Liga,2425,MF,84.8,3
Vitaly Janelt,2425,Brentford,Defensive Anchor,Elvis Rexhbeçaj,Augsburg,GER-Bundesliga,2223,MF,84.4,4
Vitaly Janelt,2425,Brentford,Defensive Anchor,Flynn Downes,Southampton,ENG-Premier League,2425,MF,83.9,5
Vitinha,2223,Paris S-G,Box-to-Box Engine,Adrien Rabiot,Paris S-G,FRA-Ligue 1,1718,MF,87.0,1
Vitinha,2223,Paris S-G,Box-to-Box Engine,Frenkie de Jong,Barcelona,ESP-La Liga,2021,"MF,DF",82.8,2
Vitinha,2223,Paris S-G,Box-to-Box Engine,Maxime Lopez,Sassuolo,ITA-Serie A,2122,MF,78.8,3
Vitinha,2223,Paris S-G,Box-to-Box Engine,Eduardo Camavinga,Real Madrid,ESP-La Liga,2223,"MF,DF",77.3,4
Vitinha,2223,Paris S-G,Box-to-Box Engine,Tanguy Ndombele,Lyon,FRA-Ligue 1,1819,MF,76.8,5
Vitinha,2324,Paris S-G,Box-to-Box Engine,İlkay Gündoğan,Manchester City,ENG-Premier League,1718,MF,82.1,1
Vitinha,2324,Paris S-G,Box-to-Box Engine,Fabián Ruiz Peña,Napoli,ITA-Serie A,2122,MF,81.1,2
Vitinha,2324,Paris S-G,Box-to-Box Engine,Yacine Adli,Fiorentina,ITA-Serie A,2425,MF,77.1,3
Vitinha,2324,Paris S-G,Box-to-Box Engine,Arthur Melo,Barcelona,ESP-La Liga,1920,MF,75.3,4
Vitinha,2324,Paris S-G,Box-to-Box Engine,Joshua Kimmich,Bayern Munich,GER-Bundesliga,1920,"MF,DF",79.0,5
Vitinha,2425,Paris S-G,Box-to-Box Engine,Marco Verratti,Paris S-G,FRA-Ligue 1,2122,MF,83.6,1
Vitinha,2425,Paris S-G,Box-to-Box Engine,Maxime Lopez,Marseille,FRA-Ligue 1,1718,"MF,FW",86.3,2
Vitinha,2425,Paris S-G,Box-to-Box Engine,İlkay Gündoğan,Manchester City,ENG-Premier League,1718,MF,84.0,3
Vitinha,2425,Paris S-G,Box-to-Box Engine,Matías Vecino,Inter,ITA-Serie A,1718,MF,83.0,4
Vitinha,2425,Paris S-G,Box-to-Box Engine,Fabián Ruiz Peña,Napoli,ITA-Serie A,2122,MF,78.2,5
Vladimír Darida,1718,Hertha BSC,Defensive Anchor,Manu Morlanes,Mallorca,ESP-La Liga,2425,MF,65.7,1
Vladimír Darida,1718,Hertha BSC,Defensive Anchor,Stijn Spierings,Lens,FRA-Ligue 1,2324,MF,62.3,2
Vladimír Darida,1718,Hertha BSC,Defensive Anchor,Rodrigo Bentancur,Juventus,ITA-Serie A,2122,MF,60.2,3
Vladimír Darida,1718,Hertha BSC,Defensive Anchor,Ádám Nagy,Bologna,ITA-Serie A,1819,MF,60.0,4
Vladimír Darida,1718,Hertha BSC,Defensive Anchor,Jordan Marié,Dijon,FRA-Ligue 1,1819,MF,58.5,5
Vladimír Darida,1920,Hertha BSC,Ball Progressor,Daniel Caligiuri,Augsburg,GER-Bundesliga,2021,"MF,FW",76.7,1
Vladimír Darida,1920,Hertha BSC,Ball Progressor,Andros Townsend,Crystal Palace,ENG-Premier League,2021,"MF,FW",71.1,2
Vladimír Darida,1920,Hertha BSC,Ball Progressor,Adrien Thomasson,Lens,FRA-Ligue 1,2425,MF,69.6,3
Vladimír Darida,1920,Hertha BSC,Ball Progressor,Jean-Paul Boëtius,Mainz 05,GER-Bundesliga,2021,"MF,FW",68.2,4
Vladimír Darida,1920,Hertha BSC,Ball Progressor,Pierre Lees-Melou,Nice,FRA-Ligue 1,1718,"MF,FW",68.2,5
Vladimír Darida,2021,Hertha BSC,Ball Progressor,Jean-Paul Boëtius,Mainz 05,GER-Bundesliga,2021,"MF,FW",73.4,1
Vladimír Darida,2021,Hertha BSC,Ball Progressor,Pablo Piatti,Espanyol,ESP-La Liga,1718,"MF,FW",67.5,2
Vladimír Darida,2021,Hertha BSC,Ball Progressor,Daniel Caligiuri,Schalke 04,GER-Bundesliga,1920,"MF,FW",67.2,3
Vladimír Darida,2021,Hertha BSC,Ball Progressor,Jóhann Berg Guðmundsson,Burnley,ENG-Premier League,2324,"MF,FW",64.8,4
Vladimír Darida,2021,Hertha BSC,Ball Progressor,Marc Albrighton,Leicester City,ENG-Premier League,1718,"MF,FW",63.9,5
Vladimír Darida,2122,Hertha BSC,Ball Progressor,Benjamin Nivet,Troyes,FRA-Ligue 1,1718,"MF,FW",70.3,1
Vladimír Darida,2122,Hertha BSC,Ball Progressor,Ondrej Duda,Hellas Verona,ITA-Serie A,2324,MF,67.1,2
Vladimír Darida,2122,Hertha BSC,Ball Progressor,Mario Götze,Eint Frankfurt,GER-Bundesliga,2324,MF,65.4,3
Vladimír Darida,2122,Hertha BSC,Ball Progressor,Sebastian Rudy,Hoffenheim,GER-Bundesliga,2021,"MF,FW",64.8,4
Vladimír Darida,2122,Hertha BSC,Ball Progressor,Mathias Autret,Auxerre,FRA-Ligue 1,2223,"MF,FW",64.5,5
Víctor Camarasa,1718,Betis,Ball Progressor,Sander Berge,Sheffield Utd,ENG-Premier League,2021,MF,81.0,1
Víctor Camarasa,1718,Betis,Ball Progressor,Jean-Victor Makengo,Nice,FRA-Ligue 1,1819,"MF,FW",76.8,2
Víctor Camarasa,1718,Betis,Ball Progressor,Afriyie Acquah,Empoli,ITA-Serie A,1819,MF,72.2,3
Víctor Camarasa,1718,Betis,Ball Progressor,Arthur Atta,Udinese,ITA-Serie A,2425,"MF,FW",71.5,4
Víctor Camarasa,1718,Betis,Ball Progressor,Francesco Cassata,Frosinone,ITA-Serie A,1819,MF,70.0,5
Víctor Camarasa,1819,Cardiff City,Ball Progressor,Morgan Gibbs-White,Nott'ham Forest,ENG-Premier League,2223,"MF,FW",79.8,1
Víctor Camarasa,1819,Cardiff City,Ball Progressor,Jóhann Berg Guðmundsson,Burnley,ENG-Premier League,1718,MF,77.7,2
Víctor Camarasa,1819,Cardiff City,Ball Progressor,Ibai Gómez,Alavés,ESP-La Liga,1718,"MF,FW",76.0,3
Víctor Camarasa,1819,Cardiff City,Ball Progressor,Jakub Jankto,Sampdoria,ITA-Serie A,2021,MF,75.7,4
Víctor Camarasa,1819,Cardiff City,Ball Progressor,Sandi Lovrić,Udinese,ITA-Serie A,2223,MF,75.6,5
Víctor Camarasa,1920,Alavés,Defensive Anchor,Raúl Guti,Elche,ESP-La Liga,2223,MF,84.1,1
Víctor Camarasa,1920,Alavés,Defensive Anchor,Orel Mangala,Everton,ENG-Premier League,2425,MF,80.8,2
Víctor Camarasa,1920,Alavés,Defensive Anchor,Lukas Lerager,Genoa,ITA-Serie A,2021,MF,80.1,3
Víctor Camarasa,1920,Alavés,Defensive Anchor,Han-Noah Massengo,Auxerre,FRA-Ligue 1,2425,MF,80.0,4
Víctor Camarasa,1920,Alavés,Defensive Anchor,Ramon Azeez,Granada,ESP-La Liga,1920,MF,78.1,5
Víctor Sánchez,1718,Espanyol,Defensive Anchor,Per Ciljan Skjelbred,Hertha BSC,GER-Bundesliga,1718,MF,89.7,1
Víctor Sánchez,1718,Espanyol,Defensive Anchor,Vincent Pajot,Metz,FRA-Ligue 1,2122,MF,88.6,2
Víctor Sánchez,1718,Espanyol,Defensive Anchor,Jonathan Hogg,Huddersfield,ENG-Premier League,1718,MF,86.6,3
Víctor Sánchez,1718,Espanyol,Defensive Anchor,Benjamin André,Lille,FRA-Ligue 1,1920,MF,85.6,4
Víctor Sánchez,1718,Espanyol,Defensive Anchor,Mohamed Diamé,Newcastle Utd,ENG-Premier League,1718,MF,85.2,5
Víctor Sánchez,1819,Espanyol,Defensive Anchor,Mehdi Lacen,Málaga,ESP-La Liga,1718,MF,89.7,1
Víctor Sánchez,1819,Espanyol,Defensive Anchor,Damián Musto,Huesca,ESP-La Liga,1819,"MF,DF",89.4,2
Víctor Sánchez,1819,Espanyol,Defensive Anchor,Vincent Pajot,Metz,FRA-Ligue 1,2021,MF,88.2,3
Víctor Sánchez,1819,Espanyol,Defensive Anchor,Manuel Iturra,Málaga,ESP-La Liga,1718,MF,86.7,4
Víctor Sánchez,1819,Espanyol,Defensive Anchor,Albin Ekdal,Hamburger SV,GER-Bundesliga,1718,MF,86.5,5
Víctor Sánchez,1920,Espanyol,Defensive Anchor,James McArthur,Crystal Palace,ENG-Premier League,2021,MF,93.0,1
Víctor Sánchez,1920,Espanyol,Defensive Anchor,Valon Behrami,Udinese,ITA-Serie A,1718,MF,84.5,2
Víctor Sánchez,1920,Espanyol,Defensive Anchor,William Vainqueur,Toulouse,FRA-Ligue 1,1920,MF,83.7,3
Víctor Sánchez,1920,Espanyol,Defensive Anchor,Asier Illarramendi,Real Sociedad,ESP-La Liga,2223,MF,83.5,4
Víctor Sánchez,1920,Espanyol,Defensive Anchor,Adrien Silva,Sampdoria,ITA-Serie A,2021,MF,82.2,5
Wakaso,1718,Alavés,Defensive Anchor,Diadie Samassékou,Hoffenheim,GER-Bundesliga,1920,MF,86.7,1
Wakaso,1718,Alavés,Defensive Anchor,Wilfred Ndidi,Leicester City,ENG-Premier League,2223,MF,86.0,2
Wakaso,1718,Alavés,Defensive Anchor,Lukas Lerager,Bordeaux,FRA-Ligue 1,1819,MF,85.5,3
Wakaso,1718,Alavés,Defensive Anchor,Bruno Zuculini,Hellas Verona,ITA-Serie A,1718,MF,85.4,4
Wakaso,1718,Alavés,Defensive Anchor,Jean-Daniel Akpa-Akpro,Lazio,ITA-Serie A,2021,MF,84.0,5
Wakaso,1819,Alavés,Defensive Anchor,Pedro Mosquera,La Coruña,ESP-La Liga,1718,MF,84.4,1
Wakaso,1819,Alavés,Defensive Anchor,Gelson Fernandes,Eint Frankfurt,GER-Bundesliga,1718,MF,84.0,2
Wakaso,1819,Alavés,Defensive Anchor,Maxime Gonalons,Granada,ESP-La Liga,1920,MF,82.6,3
Wakaso,1819,Alavés,Defensive Anchor,Allan,Everton,ENG-Premier League,2122,MF,82.6,4
Wakaso,1819,Alavés,Defensive Anchor,Valon Behrami,Genoa,ITA-Serie A,1920,MF,82.0,5
Wakaso,1920,Alavés,Defensive Anchor,Maxime Gonalons,Granada,ESP-La Liga,1920,MF,96.3,1
Wakaso,1920,Alavés,Defensive Anchor,Gelson Fernandes,Eint Frankfurt,GER-Bundesliga,1718,MF,93.6,2
Wakaso,1920,Alavés,Defensive Anchor,Claudio Yacob,West Brom,ENG-Premier League,1718,MF,91.2,3
