player_name_fbref,player_id_tm,club,current_club_name_tm,league,season,position_group,age,minutes_played,market_value_eur,log_market_value_eur,model,feature_set,predicted_log_market_value_ml,predicted_market_value_ml_eur,residual_log_observed_minus_predicted,inefficiency_score_ml,market_value_growth_prev,delta_log_market_value_prev,growth_index,breakout_indicator,career_year,matching_confidence,matching_method,goals_per90,assists_per90,predicted_market_value_eur,residual_observed_minus_predicted_log,inefficiency_score_log,market_value_gap_eur,market_value_gap_pct,inefficiency_score_log_winsorized,market_value_gap_pct_winsorized,inefficiency_score_z,market_value_gap_pct_z,is_undervalued,is_overvalued,inefficiency_rank
Eduardo Quaresma,504073.0,Sporting CP,Sporting Clube de Portugal,Liga Portugal,2024-2025,DEF,22.60369609856263,1391,14000000.0,16.454567887579532,HistGradientBoosting,B_v13B_advanced,14.411035567426008,1813983.053271741,2.043532320153526,-2.043532320153526,0.75,0.5596157343639998,0.14057360820754028,0,3,0.85,exact_age_validated,0.06,0.0,1813983.0532717444,2.043532320153524,-2.043532320153524,-12186016.946728256,-0.8704297819091611,-2.043532320153524,-0.8704297819091611,-2.0263332159267162,-0.9542290129025786,False,True,6065
Oscar Gloukh,930571.0,RB Salzburg,AFC Ajax Amsterdam,Austrian Bundesliga,2024-2025,MID,20.711841204654345,1935,22000000.0,16.90655301132259,XGBoost,A_v13A_current,14.855389595031738,2828874.75,2.0511634162908514,-2.0511634162908514,-0.12,-0.1278333660553379,-0.3739231548917335,0,3,0.85,exact_age_validated,0.47,0.19,2828874.804662484,2.0511634162908514,-2.0511634162908514,-19171125.195337515,-0.8714147816062507,-2.0511634162908514,-0.8714147816062507,-2.034339790160405,-0.9550051127109543,False,True,6066
Eduardo Camavinga,640428.0,Real Madrid,Real Madrid Club de Fútbol,LaLiga,2024-2025,DEF,22.130047912388772,1102,80000000.0,18.197537192638155,HistGradientBoosting,A_v13A_current,16.14532743240911,10276059.551618982,2.052209760229044,-2.052209760229044,-0.2,-0.2231435488142104,-0.44034715417464776,0,4,0.85,exact_age_validated,0.08,0.16,10276059.551618982,2.0522097602290437,-2.0522097602290437,-69723940.44838102,-0.8715492556047628,-2.0522097602290437,-0.8715492556047628,-2.0354376180824154,-0.9551110673064583,False,True,6067
Nuno Mendes,616341.0,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,22.477754962354556,1676,55000000.0,17.822843743196746,RandomForest,B_v13B_advanced,15.770371782706835,7062938.794537519,2.0524719604899104,-2.0524719604899104,0.0,0.0,-0.28329844427707607,0,4,1.0,exact_age_club_validated,0.05,0.16,7062938.794537519,2.0524719604899104,-2.0524719604899104,-47937061.20546248,-0.8715829310084087,-2.0524719604899104,-0.8715829310084087,-2.035712719563899,-0.9551376007910815,False,True,6068
Elye Wahi,659542.0,Marseille,Olympique Gymnaste Club Nice Côte d'Azur,Ligue 1,2024-2025,ATT,21.763175906913077,574,30000000.0,17.216707939626428,RandomForest,B_v13B_advanced,15.163572337371642,3849956.2300133575,2.0531356022547858,-2.0531356022547858,-0.14285714285714285,-0.15415067506535252,-0.392357036786398,0,5,0.85,exact_age_validated,0.47,0.16,3849956.2300133575,2.0531356022547858,-2.0531356022547858,-26150043.769986644,-0.8716681256662214,-2.0531356022547858,-0.8716681256662214,-2.0364090149531107,-0.9552047272661439,False,True,6069
Joel Ordóñez,893661.0,Club Brugge,Club Brugge Koninklijke Voetbalvereniging,Belgian Pro League,2024-2025,DEF,20.449007529089663,2601,9000000.0,16.012735135300492,LightGBM,A_v13A_current,13.953498988181304,1147962.2685230423,2.0592361471191865,-2.0592361471191865,0.5,0.405465052552616,0.3519037569989318,1,2,0.85,exact_age_validated,0.03,0.03,1147962.2685230402,2.0592361471191882,-2.0592361471191882,-7852037.73147696,-0.8724486368307733,-2.0592361471191882,-0.8724486368307733,-2.042809729141976,-0.955819706709319,False,True,6070
Devyne Rensch,557407.0,Ajax,Associazione Sportiva Roma,Eredivisie,2024-2025,DEF,21.913757700205338,1113,12000000.0,16.300417207752275,LightGBM,B_v13B_advanced,14.240796188517086,1530027.379822138,2.0596210192351894,-2.0596210192351894,0.2,0.1823215401272904,-0.15055988004272483,0,5,0.85,exact_age_validated,0.08,0.0,1530027.379822138,2.0596210192351894,-2.0596210192351894,-10469972.620177861,-0.8724977183481551,-2.0596210192351894,-0.8724977183481551,-2.0432135383866488,-0.955858378961044,False,True,6071
James Trafford,566799.0,Burnley,Manchester City Football Club,Championship,2024-2025,GK,22.223134839151268,4050,18000000.0,16.70588231586044,XGBoost,B_v13B_advanced,14.632174491882324,2262937.75,2.073707823978115,-2.073707823978115,0.0,0.0,-0.28329844427707607,0,2,0.85,exact_age_validated,0.0,0.0,2262937.9205759363,2.073707823978115,-2.073707823978115,-15737062.079424065,-0.8742812266346702,-2.073707823978115,-0.8742812266346702,-2.057993465917376,-0.957263638722535,False,True,6072
Gavi,646740.0,Barcelona,Futbol Club Barcelona,LaLiga,2024-2025,MID,20.39425051334702,1085,80000000.0,18.197537192638155,LightGBM,A_v13A_current,16.118893603990532,10007982.7148143,2.0786435886476227,-2.0786435886476227,-0.1111111111111111,-0.11778303426749659,-0.36686410349424886,0,3,0.85,exact_age_validated,0.08,0.08,10007982.7148143,2.0786435886476227,-2.0786435886476227,-69992017.2851857,-0.8749002160648212,-2.0786435886476227,-0.8749002160648212,-2.0631720884265494,-0.9577513521498042,False,True,6073
Eduardo Quaresma,504073.0,Sporting CP,Sporting Clube de Portugal,Liga Portugal,2024-2025,DEF,22.60369609856263,1391,14000000.0,16.454567887579532,HistGradientBoosting,A_v13A_current,14.373385259002829,1746955.7488523973,2.081182628576704,-2.081182628576704,0.75,0.5596157343639998,0.14057360820754028,0,3,0.85,exact_age_validated,0.06,0.0,1746955.7488523973,2.0811826285767037,-2.0811826285767037,-12253044.251147602,-0.875217446510543,-2.0811826285767037,-0.875217446510543,-2.0658360584917475,-0.9580013039912751,False,True,6074
Warren Zaïre-Emery,810092.0,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,18.75975359342916,2050,60000000.0,17.909855120186375,RandomForest,B_v13B_advanced,15.822492921264054,7440829.71380524,2.087362198922321,-2.087362198922321,0.0,0.0,-0.28329844427707607,0,1,1.0,exact_age_club_validated,0.04,0.09,7440829.71380524,2.087362198922321,-2.087362198922321,-52559170.28619476,-0.8759861714365793,-2.087362198922321,-0.8759861714365793,-2.0723196865071865,-0.9586069968351949,False,True,6075
Willian Pacho,661171.0,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,22.976043805612598,2132,40000000.0,17.50439001207821,RandomForest,B_v13B_advanced,15.415694836702285,4953945.24706392,2.0886951753759284,-2.0886951753759284,0.14285714285714285,0.13353138905309336,-0.18651895959593498,0,2,1.0,exact_age_club_validated,0.0,0.04,4953945.247063929,2.0886951753759266,-2.0886951753759266,-35046054.75293607,-0.8761513688234018,-2.0886951753759266,-0.8761513688234018,-2.073718250322331,-0.9587371589668545,False,True,6076
Tomás Araújo,504087.0,Benfica,Sport Lisboa e Benfica,Liga Portugal,2024-2025,DEF,22.39835728952772,2311,15000000.0,16.523560759066484,RandomForest,B_v13B_advanced,14.43048862960744,1849616.0400730951,2.093072129459044,-2.093072129459044,1.1428571428571428,0.7621399758564298,0.3086434560142322,0,3,0.85,exact_age_validated,0.04,0.08,1849616.0400730951,2.0930721294590438,-2.0930721294590438,-13150383.959926905,-0.876692263995127,-2.0930721294590438,-0.876692263995127,-2.0783105667016915,-0.9591633404574352,False,True,6077
Kosta Nedeljković,848682.0,RB Leipzig,RasenBallsport Leipzig,Bundesliga,2024-2025,DEF,19.000684462696785,479,8500000.0,15.955576721460544,LightGBM,A_v13A_current,13.861156868913016,1046704.1376865896,2.0944198525475297,-2.0944198525475297,0.0625,0.0606246144634941,-0.23964452698402505,0,1,0.85,exact_age_validated,0.0,0.0,1046704.1376865896,2.094419852547528,-2.094419852547528,-7453295.86231341,-0.8768583367427542,-2.094419852547528,-0.8768583367427542,-2.07972460274058,-0.9592941923023554,False,True,6078
Nuno Mendes,616341.0,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,22.477754962354556,1676,55000000.0,17.822843743196746,RandomForest,A_v13A_current,15.722686691119709,6734045.874969319,2.100157052077037,-2.100157052077037,0.0,0.0,-0.28329844427707607,0,4,1.0,exact_age_club_validated,0.05,0.16,6734045.8749693185,2.100157052077037,-2.100157052077037,-48265954.12503068,-0.8775628022732851,-2.100157052077037,-0.8775628022732851,-2.0857440936629663,-0.959849253958585,False,True,6079
Devyne Rensch,557407.0,Ajax,Associazione Sportiva Roma,Eredivisie,2024-2025,DEF,21.913757700205338,1113,12000000.0,16.300417207752275,XGBoost,A_v13A_current,14.198079109191896,1466045.375,2.102338098560381,-2.102338098560381,0.2,0.1823215401272904,-0.15055988004272483,0,5,0.85,exact_age_validated,0.08,0.0,1466045.3701228444,2.102338098560379,-2.102338098560379,-10533954.629877156,-0.877829552489763,-2.102338098560379,-0.877829552489763,-2.0880324556835395,-0.9600594314769176,False,True,6080
Eduardo Quaresma,504073.0,Sporting CP,Sporting Clube de Portugal,Liga Portugal,2024-2025,DEF,22.60369609856263,1391,14000000.0,16.454567887579532,LightGBM,A_v13A_current,14.34721233708444,1701825.9776423462,2.1073555504950914,-2.1073555504950914,0.75,0.5596157343639998,0.14057360820754028,0,3,0.85,exact_age_validated,0.06,0.0,1701825.9776423431,2.107355550495093,-2.107355550495093,-12298174.022357658,-0.8784410015969756,-2.107355550495093,-0.8784410015969756,-2.0932967847728756,-0.9605412037417634,False,True,6081
Jorrel Hato,904802.0,Ajax,Chelsea Football Club,Eredivisie,2024-2025,DEF,18.781656399726216,2588,30000000.0,17.216707939626428,XGBoost,B_v13B_advanced,15.10413932800293,3627808.75,2.112568611623498,-2.112568611623498,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.07,0.21,3627808.5837365743,2.112568611623498,-2.112568611623498,-26372191.416263424,-0.8790730472087808,-2.112568611623498,-0.8790730472087808,-2.0987663477502267,-0.9610392043803994,False,True,6082
Elye Wahi,659542.0,Marseille,Olympique Gymnaste Club Nice Côte d'Azur,Ligue 1,2024-2025,ATT,21.763175906913077,574,30000000.0,17.216707939626428,RandomForest,A_v13A_current,15.103789834736206,3626540.9105981137,2.112918104890221,-2.112918104890221,-0.14285714285714285,-0.15415067506535252,-0.392357036786398,0,5,0.85,exact_age_validated,0.47,0.16,3626540.9105981137,2.1129181048902215,-2.1129181048902215,-26373459.089401886,-0.8791153029800629,-2.1129181048902215,-0.8791153029800629,-2.099133037375654,-0.9610724984982469,False,True,6083
Castello Lukeba,618472.0,RB Leipzig,RasenBallsport Leipzig,Bundesliga,2024-2025,DEF,22.00958247775496,1577,50000000.0,17.72753356339242,RandomForest,B_v13B_advanced,15.6143692074396,6042746.634987118,2.1131643559528204,-2.1131643559528204,0.25,0.22314354631421196,-0.12020892812784138,0,3,0.85,exact_age_validated,0.0,0.0,6042746.634987118,2.1131643559528204,-2.1131643559528204,-43957253.365012884,-0.8791450673002577,-2.1131643559528204,-0.8791450673002577,-2.099391404899446,-0.9610959503665752,False,True,6084
Castello Lukeba,618472.0,RB Leipzig,RasenBallsport Leipzig,Bundesliga,2024-2025,DEF,22.00958247775496,1577,50000000.0,17.72753356339242,HistGradientBoosting,B_v13B_advanced,15.614049938736208,6040817.68304741,2.113483624656213,-2.113483624656213,0.25,0.22314354631421196,-0.12020892812784138,0,3,0.85,exact_age_validated,0.0,0.0,6040817.68304742,2.1134836246562116,-2.1134836246562116,-43959182.31695258,-0.8791836463390515,-2.1134836246562116,-0.8791836463390515,-2.0997263828014665,-0.9611263475176646,False,True,6085
Nuno Mendes,616341.0,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,22.477754962354556,1676,55000000.0,17.822843743196746,HistGradientBoosting,A_v13A_current,15.708197457004369,6637178.171835526,2.1146462861923787,-2.1146462861923787,0.0,0.0,-0.28329844427707607,0,4,1.0,exact_age_club_validated,0.05,0.16,6637178.171835538,2.114646286192377,-2.114646286192377,-48362821.82816446,-0.8793240332393538,-2.114646286192377,-0.8793240332393538,-2.100946251576599,-0.961236960999826,False,True,6086
Devyne Rensch,557407.0,Ajax,Associazione Sportiva Roma,Eredivisie,2024-2025,DEF,21.913757700205338,1113,12000000.0,16.300417207752275,RandomForest,A_v13A_current,14.183192866009376,1444383.0971869156,2.117224341742899,-2.117224341742899,0.2,0.1823215401272904,-0.15055988004272483,0,5,0.85,exact_age_validated,0.08,0.0,1444383.0971869156,2.117224341742899,-2.117224341742899,-10555616.902813084,-0.8796347419010904,-2.117224341742899,-0.8796347419010904,-2.1036511569758196,-0.9614817742048928,False,True,6087
Eduardo Quaresma,504073.0,Sporting CP,Sporting Clube de Portugal,Liga Portugal,2024-2025,DEF,22.60369609856263,1391,14000000.0,16.454567887579532,XGBoost,B_v13B_advanced,14.336888313293455,1684346.625,2.1176795742860755,-2.1176795742860755,0.75,0.5596157343639998,0.14057360820754028,0,3,0.85,exact_age_validated,0.06,0.0,1684346.6694111405,2.1176795742860772,-2.1176795742860772,-12315653.330588859,-0.8796895236134898,-2.1176795742860772,-0.8796895236134898,-2.1041287886403874,-0.9615249377476038,False,True,6088
James Trafford,566799.0,Burnley,Manchester City Football Club,Championship,2024-2025,GK,22.223134839151268,4050,18000000.0,16.70588231586044,XGBoost,A_v13A_current,14.586858749389648,2162680.0,2.1190235664707906,-2.1190235664707906,0.0,0.0,-0.28329844427707607,0,2,0.85,exact_age_validated,0.0,0.0,2162679.995828761,2.1190235664707906,-2.1190235664707906,-15837320.00417124,-0.8798511113428467,-2.1190235664707906,-0.8798511113428467,-2.1055389102012687,-0.9616522557621782,False,True,6089
James Trafford,566799.0,Burnley,Manchester City Football Club,Championship,2024-2025,GK,22.223134839151268,4050,18000000.0,16.70588231586044,RandomForest,A_v13A_current,14.585903146412688,2160614.31952694,2.1199791694477508,-2.1199791694477508,0.0,0.0,-0.28329844427707607,0,2,0.85,exact_age_validated,0.0,0.0,2160614.31952694,2.1199791694477508,-2.1199791694477508,-15839385.68047306,-0.8799658711373922,-2.1199791694477508,-0.8799658711373922,-2.1065415323718297,-0.9617426771651687,False,True,6090
Eduardo Camavinga,640428.0,Real Madrid,Real Madrid Club de Fútbol,LaLiga,2024-2025,DEF,22.130047912388772,1102,80000000.0,18.197537192638155,XGBoost,A_v13A_current,16.07560920715332,9584035.0,2.1219279854848345,-2.1219279854848345,-0.2,-0.2231435488142104,-0.44034715417464776,0,4,0.85,exact_age_validated,0.08,0.16,9584034.577370465,2.1219279854848345,-2.1219279854848345,-70415965.42262954,-0.8801995677828692,-2.1219279854848345,-0.8801995677828692,-2.1085862373510253,-0.961926811152528,False,True,6091
James Trafford,566799.0,Burnley,Manchester City Football Club,Championship,2024-2025,GK,22.223134839151268,4050,18000000.0,16.70588231586044,LightGBM,A_v13A_current,14.581317383647624,2150728.9381611645,2.124564932212815,-2.124564932212815,0.0,0.0,-0.28329844427707607,0,2,0.85,exact_age_validated,0.0,0.0,2150728.9381611645,2.124564932212815,-2.124564932212815,-15849271.061838835,-0.8805150589910464,-2.124564932212815,-0.8805150589910464,-2.1113529315910027,-0.9621753926159883,False,True,6092
Pedri,683840.0,Barcelona,Futbol Club Barcelona,LaLiga,2024-2025,MID,22.088980150581797,2879,100000000.0,18.420680743952367,LightGBM,B_v13B_advanced,16.292343238263275,11903502.44948551,2.1283375056890925,-2.1283375056890925,0.25,0.2231435488142104,-0.12020892663905314,0,4,0.85,exact_age_validated,0.13,0.16,11903502.44948551,2.1283375056890925,-2.1283375056890925,-88096497.55051449,-0.8809649755051449,-2.1283375056890925,-0.8809649755051449,-2.115311129606896,-0.9625298903091436,False,True,6093
Tiago Santos,816580.0,Lille,Lille Olympique Sporting Club,Ligue 1,2024-2025,DEF,22.38466803559206,404,15000000.0,16.523560759066484,LightGBM,A_v13A_current,14.394575457334684,1784369.085713445,2.128985301731801,-2.128985301731801,0.0,0.0,-0.28329844427707607,0,2,0.85,exact_age_validated,0.0,0.0,1784369.085713445,2.1289853017318006,-2.1289853017318006,-13215630.914286556,-0.8810420609524371,-2.1289853017318006,-0.8810420609524371,-2.1159907996059233,-0.9625906273845445,False,True,6094
James Trafford,566799.0,Burnley,Manchester City Football Club,Championship,2024-2025,GK,22.223134839151268,4050,18000000.0,16.70588231586044,LightGBM,B_v13B_advanced,14.576837904540657,2141116.338610995,2.129044411319782,-2.129044411319782,0.0,0.0,-0.28329844427707607,0,2,0.85,exact_age_validated,0.0,0.0,2141116.338610995,2.129044411319782,-2.129044411319782,-15858883.661389004,-0.8810490922993891,-2.129044411319782,-0.8810490922993891,-2.116052817603807,-0.9625961675152047,False,True,6095
Castello Lukeba,618472.0,RB Leipzig,RasenBallsport Leipzig,Bundesliga,2024-2025,DEF,22.00958247775496,1577,50000000.0,17.72753356339242,LightGBM,B_v13B_advanced,15.59362825069968,5918705.105168057,2.1339053126927414,-2.1339053126927414,0.25,0.22314354631421196,-0.12020892812784138,0,3,0.85,exact_age_validated,0.0,0.0,5918705.105168067,2.1339053126927396,-2.1339053126927396,-44081294.89483193,-0.8816258978966387,-2.1339053126927396,-0.8816258978966387,-2.1211528932659194,-0.9630506435062309,False,True,6096
Endrick,971570.0,Real Madrid,Olympique Lyonnais,LaLiga,2024-2025,ATT,18.43668720054757,363,40000000.0,17.50439001207821,LightGBM,B_v13B_advanced,15.367079653017282,4718868.730140844,2.1373103590609297,-2.1373103590609297,-0.3333333333333333,-0.40546509977483325,-0.5650313145398166,0,1,0.85,exact_age_validated,0.25,0.0,4718868.730140844,2.1373103590609297,-2.1373103590609297,-35281131.26985916,-0.882028281746479,-2.1373103590609297,-0.882028281746479,-2.1247254804834634,-0.9633676893182016,False,True,6097
Amar Dedić,519184.0,RB Salzburg,Sport Lisboa e Benfica,Austrian Bundesliga,2024-2025,DEF,22.33264887063655,782,15000000.0,16.523560759066484,XGBoost,A_v13A_current,14.383376121520996,1764496.875,2.140184637545488,-2.140184637545488,-0.25,-0.2876820557851154,-0.4848216538331594,0,4,0.85,exact_age_validated,0.0,0.35,1764496.8228856865,2.140184637545488,-2.140184637545488,-13235503.177114313,-0.8823668784742875,-2.140184637545488,-0.8823668784742875,-2.127741184078435,-0.9636344760556446,False,True,6098
Eduardo Quaresma,504073.0,Sporting CP,Sporting Clube de Portugal,Liga Portugal,2024-2025,DEF,22.60369609856263,1391,14000000.0,16.454567887579532,RandomForest,B_v13B_advanced,14.313236442955798,1644976.148946452,2.1413314446237344,-2.1413314446237344,0.75,0.5596157343639998,0.14057360820754028,0,3,0.85,exact_age_validated,0.06,0.0,1644976.148946452,2.1413314446237344,-2.1413314446237344,-12355023.851053547,-0.8825017036466819,-2.1413314446237344,-0.8825017036466819,-2.1289444182978,-0.9637407073476629,False,True,6099
Castello Lukeba,618472.0,RB Leipzig,RasenBallsport Leipzig,Bundesliga,2024-2025,DEF,22.00958247775496,1577,50000000.0,17.72753356339242,XGBoost,A_v13A_current,15.583451271057127,5858776.0,2.144082292335291,-2.144082292335291,0.25,0.22314354631421196,-0.12020892812784138,0,3,0.85,exact_age_validated,0.0,0.0,5858776.0295353895,2.144082292335293,-2.144082292335293,-44141223.97046461,-0.8828244794092922,-2.144082292335293,-0.8828244794092922,-2.1318306178701567,-0.9639950284487256,False,True,6100
Warren Zaïre-Emery,810092.0,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,18.75975359342916,2050,60000000.0,17.909855120186375,HistGradientBoosting,B_v13B_advanced,15.764367593285137,7020658.628222521,2.14548752690124,-2.14548752690124,0.0,0.0,-0.28329844427707607,0,1,1.0,exact_age_club_validated,0.04,0.09,7020658.628222534,2.1454875269012383,-2.1454875269012383,-52979341.37177747,-0.8829890228629578,-2.1454875269012383,-0.8829890228629578,-2.133304995163473,-0.9641246753341374,False,True,6101
Zeno Debast,548193.0,Sporting CP,Sporting Clube de Portugal,Liga Portugal,2024-2025,DEF,20.95824777549624,2126,22000000.0,16.90655301132259,LightGBM,B_v13B_advanced,14.75851129533832,2567674.7873652503,2.14804171598427,-2.14804171598427,0.2222222222222222,0.20067068536114263,-0.1369478731703849,0,3,0.85,exact_age_validated,0.0,0.13,2567674.7873652503,2.14804171598427,-2.14804171598427,-19432325.21263475,-0.8832875096652159,-2.14804171598427,-0.8832875096652159,-2.1359848597769115,-0.96435985870599,False,True,6102
Willian Pacho,661171.0,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,22.976043805612598,2132,40000000.0,17.50439001207821,LightGBM,B_v13B_advanced,15.348161210386657,4630434.2417834485,2.1562288016915545,-2.1562288016915545,0.14285714285714285,0.13353138905309336,-0.18651895959593498,0,2,1.0,exact_age_club_validated,0.0,0.04,4630434.2417834485,2.1562288016915545,-2.1562288016915545,-35369565.75821655,-0.8842391439554138,-2.1562288016915545,-0.8842391439554138,-2.1445747803195587,-0.9651096692820222,False,True,6103
Eduardo Quaresma,504073.0,Sporting CP,Sporting Clube de Portugal,Liga Portugal,2024-2025,DEF,22.60369609856263,1391,14000000.0,16.454567887579532,LightGBM,B_v13B_advanced,14.29450558154596,1614451.1013546027,2.160062306033573,-2.160062306033573,0.75,0.5596157343639998,0.14057360820754028,0,3,0.85,exact_age_validated,0.06,0.0,1614451.1013546055,2.1600623060335717,-2.1600623060335717,-12385548.898645394,-0.8846820641889567,-2.1600623060335717,-0.8846820641889567,-2.148596907224682,-0.9654586544739914,False,True,6104
Warren Zaïre-Emery,810092.0,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,18.75975359342916,2050,60000000.0,17.909855120186375,XGBoost,B_v13B_advanced,15.742450714111328,6868461.5,2.167404406075047,-2.167404406075047,0.0,0.0,-0.28329844427707607,0,1,1.0,exact_age_club_validated,0.04,0.09,6868461.635165808,2.167404406075047,-2.167404406075047,-53131538.36483419,-0.8855256394139032,-2.167404406075047,-0.8855256394139032,-2.156300265687917,-0.9661233232778154,False,True,6105
Castello Lukeba,618472.0,RB Leipzig,RasenBallsport Leipzig,Bundesliga,2024-2025,DEF,22.00958247775496,1577,50000000.0,17.72753356339242,XGBoost,B_v13B_advanced,15.559069633483888,5717657.0,2.1684639299085333,-2.1684639299085333,0.25,0.22314354631421196,-0.12020892812784138,0,3,0.85,exact_age_validated,0.0,0.0,5717656.82519877,2.1684639299085315,-2.1684639299085315,-44282343.17480123,-0.8856468634960246,-2.1684639299085315,-0.8856468634960246,-2.1574119220047154,-0.9662188380147061,False,True,6106
Warren Zaïre-Emery,810092.0,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,18.75975359342916,2050,60000000.0,17.909855120186375,LightGBM,B_v13B_advanced,15.73996439422925,6851405.654541245,2.1698907259571243,-2.1698907259571243,0.0,0.0,-0.28329844427707607,0,1,1.0,exact_age_club_validated,0.04,0.09,6851405.654541245,2.1698907259571243,-2.1698907259571243,-53148594.34545875,-0.8858099057576458,-2.1698907259571243,-0.8858099057576458,-2.1589089216852084,-0.9663473020826395,False,True,6107
Castello Lukeba,618472.0,RB Leipzig,RasenBallsport Leipzig,Bundesliga,2024-2025,DEF,22.00958247775496,1577,50000000.0,17.72753356339242,LightGBM,A_v13A_current,15.5567369351859,5704334.801026669,2.170796628206519,-2.170796628206519,0.25,0.22314354631421196,-0.12020892812784138,0,3,0.85,exact_age_validated,0.0,0.0,5704334.80102666,2.1707966282065208,-2.1707966282065208,-44295665.19897334,-0.8859133039794669,-2.1707966282065208,-0.8859133039794669,-2.159859397668964,-0.9664287714885478,False,True,6108
Jorrel Hato,904802.0,Ajax,Chelsea Football Club,Eredivisie,2024-2025,DEF,18.781656399726216,2588,30000000.0,17.216707939626428,XGBoost,A_v13A_current,15.04462432861328,3418199.0,2.1720836110131465,-2.1720836110131465,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.07,0.21,3418198.885382374,2.1720836110131483,-2.1720836110131483,-26581801.114617627,-0.8860600371539209,-2.1720836110131483,-0.8860600371539209,-2.161209704779936,-0.9665443853196105,False,True,6109
Kenneth Taylor,470394.0,Ajax,Società Sportiva Lazio S.p.A.,Eredivisie,2024-2025,MID,22.590006844626966,2447,16000000.0,16.588099280204055,LightGBM,A_v13A_current,14.411342889229934,1814540.61548709,2.1767563909741217,-2.1767563909741217,0.06666666666666667,0.06453851697090585,-0.23681033608325688,0,4,0.85,exact_age_validated,0.33,0.22,1814540.61548709,2.1767563909741217,-2.1767563909741217,-14185459.38451291,-0.8865912115320569,-2.1767563909741217,-0.8865912115320569,-2.166112402762238,-0.9669629076138848,False,True,6110
Endrick,971570.0,Real Madrid,Olympique Lyonnais,LaLiga,2024-2025,ATT,18.43668720054757,363,40000000.0,17.50439001207821,RandomForest,B_v13B_advanced,15.3264318102545,4530902.976947079,2.17795820182371,-2.17795820182371,-0.3333333333333333,-0.40546509977483325,-0.5650313145398166,0,1,0.85,exact_age_validated,0.25,0.0,4530902.976947071,2.177958201823712,-2.177958201823712,-35469097.02305293,-0.8867274255763232,-2.177958201823712,-0.8867274255763232,-2.1673733471415164,-0.9670702332242029,False,True,6111
João Neves,670681.0,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,20.02737850787132,1844,60000000.0,17.909855120186375,HistGradientBoosting,A_v13A_current,15.731684979005085,6794914.2030508565,2.1781701411812904,-2.1781701411812904,0.09090909090909091,0.08701137547447857,-0.22049852031945885,0,3,1.0,exact_age_club_validated,0.15,0.39,6794914.2030508565,2.1781701411812904,-2.1781701411812904,-53205085.79694914,-0.8867514299491523,-2.1781701411812904,-0.8867514299491523,-2.1675957146977565,-0.9670891467215449,False,True,6112
Eduardo Quaresma,504073.0,Sporting CP,Sporting Clube de Portugal,Liga Portugal,2024-2025,DEF,22.60369609856263,1391,14000000.0,16.454567887579532,RandomForest,A_v13A_current,14.273232543777311,1580469.549020334,2.1813353438022194,-2.1813353438022194,0.75,0.5596157343639998,0.14057360820754028,0,3,0.85,exact_age_validated,0.06,0.0,1580469.549020331,2.181335343802221,-2.181335343802221,-12419530.450979669,-0.8871093179271192,-2.181335343802221,-0.8871093179271192,-2.170916656970412,-0.967371133398232,False,True,6113
Nuno Mendes,616341.0,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,22.477754962354556,1676,55000000.0,17.822843743196746,HistGradientBoosting,B_v13B_advanced,15.639060803501575,6193809.0046758745,2.1837829396951687,-2.1837829396951687,0.0,0.0,-0.28329844427707607,0,4,1.0,exact_age_club_validated,0.05,0.16,6193809.004675863,2.1837829396951705,-2.1837829396951705,-48806190.995324135,-0.8873852908240751,-2.1837829396951705,-0.8873852908240751,-2.17348468361538,-0.9675885776401716,False,True,6114
Eduardo Camavinga,640428.0,Real Madrid,Real Madrid Club de Fútbol,LaLiga,2024-2025,DEF,22.130047912388772,1102,80000000.0,18.197537192638155,RandomForest,B_v13B_advanced,16.012292075065346,8996013.341113903,2.1852451175728085,-2.1852451175728085,-0.2,-0.2231435488142104,-0.44034715417464776,0,4,0.85,exact_age_validated,0.08,0.16,8996013.341113903,2.1852451175728085,-2.1852451175728085,-71003986.6588861,-0.8875498332360763,-2.1852451175728085,-0.8875498332360763,-2.175018806041502,-0.9677182237048365,False,True,6115
